"","x"
"10473","CALCRL; HPS1"
"10474","CALCRL; KLKB1"
"10475","CALCRL; MAX"
"10476","CALCRL; RRP1B"
"10477","CALCRL; SMAD6"
"10478","CALCRL; STAM"
"10479","CALCRL; STAMBP"
"10480","CALCRL; SYT7"
"10481","CALCRL; ZIC2"
"10482","CALD1; ACOT8"
"10483","CALD1; ACTB"
"10484","CALD1; AKAP7"
"10485","CALD1; ANK3"
"10486","CALD1; BPTF"
"10487","CALD1; CCBL1"
"10488","CALD1; CDC6"
"10489","CALD1; DKK1"
"10490","CALD1; EGF"
"10491","CALD1; GOLGA4"
"10492","CALD1; GTF2E1"
"10493","CALD1; H1FX"
"10494","CALD1; IL6ST"
"10495","CALD1; ISL1"
"10496","CALD1; ITPKA"
"10497","CALD1; LIFR"
"10498","CALD1; MCRS1"
"10499","CALD1; NTNG1"
"10500","CALD1; NUTF2"
"10501","CALD1; PBX1"
"10502","CALD1; PMCH"
"10503","CALD1; PPP3CB"
"10504","CALD1; PTPRK"
"10505","CALD1; SOX2"
"10506","CALD1; SPTAN1"
"10507","CALD1; SQSTM1"
"10508","CALD1; USP5"
"10509","CALD1; VLDLR"
"10510","CALM1; ATP6V0C"
"10511","CALM1; AZIN1"
"10512","CALM1; C12orf24"
"10513","CALM1; CDKN2C"
"10514","CALM1; CEBPG"
"10515","CALM1; CTNNBIP1"
"10516","CALM1; FOSB"
"10517","CALM1; GPD2"
"10518","CALM1; GTPBP1"
"10519","CALM1; IL6ST"
"10520","CALM1; IRF3"
"10521","CALM1; ITK"
"10522","CALM1; KRT86"
"10523","CALM1; NBL1"
"10524","CALM1; NOL7"
"10525","CALM1; NTHL1"
"10526","CALM1; RELB"
"10527","CALM1; RIN2"
"10528","CALM1; SHC1"
"10529","CALM1; SHOX2"
"10530","CALM1; SSTR5"
"10531","CALM1; TBC1D22A"
"10532","CALM1; TRAIP"
"10533","CALM1; TRIM27"
"10534","CALM1; TXN2"
"10535","CALM1; UGT1A10"
"10536","CALM1; ZIC2"
"10537","CALM3; AAMP"
"10538","CALM3; ASPH"
"10539","CALM3; BPTF"
"10540","CALM3; CCNB1"
"10541","CALM3; CHMP2A"
"10542","CALM3; CXCL12"
"10543","CALM3; EPHA3"
"10544","CALM3; FOXK2"
"10545","CALM3; FUS"
"10546","CALM3; HIST1H3H"
"10547","CALM3; IL6ST"
"10548","CALM3; ITGA5"
"10549","CALM3; KL"
"10550","CALM3; MFAP4"
"10551","CALM3; NDRG1"
"10552","CALM3; PRKDC"
"10553","CALM3; PSME3"
"10554","CALM3; RUVBL2"
"10555","CALM3; SYP"
"10556","CALM3; TRIP13"
"10557","CALM3; YWHAE"
"10558","CALR; PRKAR2B"
"10559","CALU; ANK3"
"10560","CALU; CDC42BPA"
"10561","CALU; CTTN"
"10562","CALU; CYP1A2"
"10563","CALU; ECM1"
"10564","CALU; FAM46C"
"10565","CALU; SLC22A1"
"10566","CAMK1; ALPL"
"10567","CAMK1; AP3D1"
"10568","CAMK1; EHMT2"
"10569","CAMK1; ERBB3"
"10570","CAMK1; HGFAC"
"10571","CAMK1; MAZ"
"10572","CAMK1; NCSTN"
"10573","CAMK1; NUP62"
"10574","CAMK1; RPL8"
"10575","CAMK1; SEC61B"
"10576","CAMK1; TDO2"
"10577","CAMK2G; ATF7"
"10578","CAMK2G; CENPB"
"10579","CAMK2G; DYNC1I1"
"10580","CAMK2G; EPHB1"
"10581","CAMK2G; ESPL1"
"10582","CAMK2G; ETV6"
"10583","CAMK2G; FAM134B"
"10584","CAMK2G; HDLBP"
"10585","CAMK2G; IFRD2"
"10586","CAMK2G; KNTC1"
"10587","CAMK2G; LMTK2"
"10588","CAMK2G; MMP14"
"10589","CAMK2G; NUDT3"
"10590","CAMK2G; OGG1"
"10591","CAMK2G; PKP4"
"10592","CAMK2G; RGS19"
"10593","CAMK2G; SLC20A1"
"10594","CAMK2G; SYNE1"
"10595","CAMK2G; TRIM25"
"10596","CAMK2G; UCHL5"
"10597","CAMK2G; WIPF1"
"10598","CAMK2G; ZIC2"
"10599","CAMK2N1; AKAP10"
"10600","CAMK2N1; ASPH"
"10601","CAMK2N1; CACNA1D"
"10602","CAMK2N1; CBLN1"
"10603","CAMK2N1; CDC6"
"10604","CAMK2N1; CENPF"
"10605","CAMK2N1; CXCL14"
"10606","CAMK2N1; FGFR2"
"10607","CAMK2N1; FMO2"
"10608","CAMK2N1; GART"
"10609","CAMK2N1; GMFG"
"10610","CAMK2N1; GNAS"
"10611","CAMK2N1; IGF2"
"10612","CAMK2N1; IGF2BP3"
"10613","CAMK2N1; ITM2B"
"10614","CAMK2N1; KIAA0664"
"10615","CAMK2N1; KISS1"
"10616","CAMK2N1; KRT86"
"10617","CAMK2N1; LIFR"
"10618","CAMK2N1; LIPC"
"10619","CAMK2N1; MMP9"
"10620","CAMK2N1; MYH3"
"10621","CAMK2N1; NF2"
"10622","CAMK2N1; NTNG1"
"10623","CAMK2N1; NTRK3"
"10624","CAMK2N1; PABPC4"
"10625","CAMK2N1; PAICS"
"10626","CAMK2N1; PDXDC1"
"10627","CAMK2N1; PEX13"
"10628","CAMK2N1; POLR2K"
"10629","CAMK2N1; PRKAR2B"
"10630","CAMK2N1; SF1"
"10631","CAMK2N1; SLC29A2"
"10632","CAMK2N1; SLC4A4"
"10633","CAMK2N1; SQSTM1"
"10634","CAMK2N1; SYT7"
"10635","CAMK2N1; TBC1D22A"
"10636","CAMK2N1; TRAIP"
"10637","CAMK2N1; VAMP5"
"10638","CAMK2N1; YBX1"
"10639","CAMK2N1; YME1L1"
"10640","CAMK2N1; ZNF192"
"10641","CAMK4; AP3D1"
"10642","CAMK4; CSNK1D"
"10643","CAMK4; CTSA"
"10644","CAMK4; FGL2"
"10645","CAMK4; GAPDH"
"10646","CAMK4; H1F0"
"10647","CAMK4; INHBA"
"10648","CAMK4; MAPT"
"10649","CAMK4; NR0B1"
"10650","CAMK4; SHC1"
"10651","CAMK4; SPG20"
"10652","CAMK4; TCEB1"
"10653","CAMK4; ZIC2"
"10654","CAMKK2; NR0B1"
"10655","CAMLG; ACTR1A"
"10656","CAMLG; HHEX"
"10657","CAMLG; ISL1"
"10658","CAMLG; NCK1"
"10659","CAMLG; NCSTN"
"10660","CAMLG; RNPS1"
"10661","CAMLG; RRP1B"
"10662","CAMLG; SLC6A6"
"10663","CAMLG; SOX2"
"10664","CAMLG; TLN2"
"10665","CAMLG; TUBG1"
"10666","CAMLG; ZFP36L2"
"10667","CAMP; DMWD"
"10668","CAMP; ESM1"
"10669","CAMP; H1F0"
"10670","CAMP; ITGA5"
"10671","CAMP; MCRS1"
"10672","CAMP; NR1H3"
"10673","CAMP; NUTF2"
"10674","CAMP; SIRPA"
"10675","CAMP; SLC6A8"
"10676","CAMP; SYNCRIP"
"10677","CAND1; ACVR2A"
"10678","CAND1; ASPH"
"10679","CAND1; AZIN1"
"10680","CAND1; CDC6"
"10681","CAND1; GNG10"
"10682","CAND1; HIST2H2BE"
"10683","CAND1; HSF4"
"10684","CAND1; INHBA"
"10685","CAND1; IRAK1"
"10686","CAND1; KL"
"10687","CAND1; PMVK"
"10688","CAND1; RRP9"
"10689","CAND1; SERPINB4"
"10690","CAND1; SOCS1"
"10691","CANX; ANK3"
"10692","CANX; ATP6V0C"
"10693","CANX; CENPF"
"10694","CANX; CFTR"
"10695","CANX; CTSA"
"10696","CANX; EXOC7"
"10697","CANX; FAM46C"
"10698","CANX; FBLN5"
"10699","CANX; GNAS"
"10700","CANX; LIFR"
"10701","CANX; SUPT6H"
"10702","CAP1; AKAP10"
"10703","CAP1; AKAP7"
"10704","CAP1; AMPD2"
"10705","CAP1; AOC3"
"10706","CAP1; AP1B1"
"10707","CAP1; CHERP"
"10708","CAP1; CHMP2A"
"10709","CAP1; CKAP5"
"10710","CAP1; CLDN10"
"10711","CAP1; CPXM1"
"10712","CAP1; CREB5"
"10713","CAP1; CXCL12"
"10714","CAP1; CYP21A2"
"10715","CAP1; E2F1"
"10716","CAP1; EXOC7"
"10717","CAP1; FARP1"
"10718","CAP1; FUT7"
"10719","CAP1; FZD10"
"10720","CAP1; G3BP1"
"10721","CAP1; GABBR2"
"10722","CAP1; GABRB3"
"10723","CAP1; KCNK3"
"10724","CAP1; KIAA0101"
"10725","CAP1; MMP15"
"10726","CAP1; NDUFA9"
"10727","CAP1; NFYB"
"10728","CAP1; NHLH2"
"10729","CAP1; ODF1"
"10730","CAP1; PBX1"
"10731","CAP1; PDXDC1"
"10732","CAP1; PLK1"
"10733","CAP1; PLOD1"
"10734","CAP1; PMCH"
"10735","CAP1; PPP3CB"
"10736","CAP1; RAB22A"
"10737","CAP1; RFC4"
"10738","CAP1; RPS16"
"10739","CAP1; RUVBL2"
"10740","CAP1; SEC24B"
"10741","CAP1; SKP2"
"10742","CAP1; SLC3A2"
"10743","CAP1; SNRPB"
"10744","CAP1; SRPX2"
"10745","CAP1; STARD7"
"10746","CAP1; TFPI2"
"10747","CAP1; TMEM11"
"10748","CAP1; TRAIP"
"10749","CAP1; TTK"
"10750","CAP1; UGDH"
"10751","CAP1; ZNF623"
"10752","CAPG; ARNTL"
"10753","CAPG; BBOX1"
"10754","CAPG; FGF12"
"10755","CAPG; ITPKA"
"10756","CAPG; LAPTM4B"
"10757","CAPG; MMP9"
"10758","CAPG; NBL1"
"10759","CAPG; PROM1"
"10760","CAPG; SOX2"
"10761","CAPG; SQSTM1"
"10762","CAPG; TPD52"
"10763","CAPG; VGLL4"
"10764","CAPN1; ASF1A"
"10765","CAPN1; C7"
"10766","CAPN1; CCL21"
"10767","CAPN1; CD226"
"10768","CAPN1; DYRK2"
"10769","CAPN1; FAM32A"
"10770","CAPN1; FBLN5"
"10771","CAPN1; FGFR2"
"10772","CAPN1; GABRE"
"10773","CAPN1; GZMK"
"10774","CAPN1; ITK"
"10775","CAPN1; KL"
"10776","CAPN1; LTBP1"
"10777","CAPN1; MBD1"
"10778","CAPN1; MYH9"
"10779","CAPN1; PDGFRA"
"10780","CAPN1; PRELP"
"10781","CAPN1; RFC1"
"10782","CAPN1; STK10"
"10783","CAPN2; BMPR1A"
"10784","CAPN2; CLEC3B"
"10785","CAPN2; CNTFR"
"10786","CAPN2; COLEC12"
"10787","CAPN2; CTSA"
"10788","CAPN2; DHPS"
"10789","CAPN2; GHR"
"10790","CAPN2; GMFG"
"10791","CAPN2; GMNN"
"10792","CAPN2; ITGA5"
"10793","CAPN2; MAP1A"
"10794","CAPN2; NOL7"
"10795","CAPN2; NRG1"
"10796","CAPN2; NTRK3"
"10797","CAPN2; PEX14"
"10798","CAPN2; RIT2"
"10799","CAPN2; ROR2"
"10800","CAPN2; RRP9"
"10801","CAPN2; SIRPA"
"10802","CAPN2; SKAP2"
"10803","CAPN2; SLC4A4"
"10804","CAPN2; SLC9A6"
"10805","CAPN2; SNAP25"
"10806","CAPN2; SSRP1"
"10807","CAPN2; STIM1"
"10808","CAPN2; STMN2"
"10809","CAPN2; SYNCRIP"
"10810","CAPN2; SYP"
"10811","CAPN2; TBC1D8"
"10812","CAPN2; ZFX"
"10813","CAPN3; ATP5G2"
"10814","CAPN3; CCND1"
"10815","CAPN3; CCT3"
"10816","CAPN3; GNAZ"
"10817","CAPN3; MYO1C"
"10818","CAPN3; OMG"
"10819","CAPN3; PDE1C"
"10820","CAPN3; PER1"
"10821","CAPN3; PRF1"
"10822","CAPN3; PYGB"
"10823","CAPN3; SEMA4F"
"10824","CAPN3; SLC6A6"
"10825","CAPN3; TPD52"
"10826","CAPN3; TRAIP"
"10827","CAPN3; TSC2"
"10828","CAPNS1; HIST2H2BE"
"10829","CAPNS1; SLC18A3"
"10830","CAPNS1; SNCB"
"10831","CAPNS1; SQSTM1"
"10832","CAPRIN1; CCNE2"
"10833","CAPRIN1; CDKN2C"
"10834","CAPRIN1; ESM1"
"10835","CAPRIN1; NCAPH"
"10836","CAPRIN1; RRP9"
"10837","CAPRIN1; SMAD6"
"10838","CAPRIN1; XRCC5"
"10839","CAPZA1; CBY1"
"10840","CAPZA1; CCL19"
"10841","CAPZA1; CD36"
"10842","CAPZA1; COX8A"
"10843","CAPZA1; CSNK1D"
"10844","CAPZA1; CXCL14"
"10845","CAPZA1; ECM1"
"10846","CAPZA1; FECH"
"10847","CAPZA1; FGF3"
"10848","CAPZA1; FGFR2"
"10849","CAPZA1; FMO2"
"10850","CAPZA1; GNAI1"
"10851","CAPZA1; H1F0"
"10852","CAPZA1; IRAK1"
"10853","CAPZA1; ITGA7"
"10854","CAPZA1; ITIH4"
"10855","CAPZA1; KIF11"
"10856","CAPZA1; MAPT"
"10857","CAPZA1; MIB1"
"10858","CAPZA1; MYH9"
"10859","CAPZA1; MYO1C"
"10860","CAPZA1; NDUFA9"
"10861","CAPZA1; NTNG1"
"10862","CAPZA1; OXCT1"
"10863","CAPZA1; PLA2G4A"
"10864","CAPZA1; PPP3CB"
"10865","CAPZA1; PSMD1"
"10866","CAPZA1; RARA"
"10867","CAPZA1; RFC1"
"10868","CAPZA1; RIT2"
"10869","CAPZA1; SHC1"
"10870","CAPZA1; SNTB2"
"10871","CAPZA1; SSTR5"
"10872","CAPZA1; SYT7"
"10873","CAPZA1; TCEB1"
"10874","CAPZA1; TUSC2"
"10875","CAPZA1; UBL3"
"10876","CAPZA1; YWHAE"
"10877","CAPZA2; ACCN2"
"10878","CAPZA2; ACTB"
"10879","CAPZA2; DBH"
"10880","CAPZA2; F3"
"10881","CAPZA2; HIST1H2AG"
"10882","CAPZA2; KLF4"
"10883","CAPZA2; SPINT2"
"10884","CAPZA2; XPO1"
"10885","CAPZB; ACTB"
"10886","CAPZB; BET1"
"10887","CAPZB; CBX5"
"10888","CAPZB; CFTR"
"10889","CAPZB; CLCN6"
"10890","CAPZB; COL14A1"
"10891","CAPZB; CTSA"
"10892","CAPZB; ERLIN1"
"10893","CAPZB; FGFR2"
"10894","CAPZB; GABRB3"
"10895","CAPZB; GINS1"
"10896","CAPZB; HCFC1"
"10897","CAPZB; IGF2BP3"
"10898","CAPZB; ITGA5"
"10899","CAPZB; ITPKA"
"10900","CAPZB; KRT35"
"10901","CAPZB; P4HA2"
"10902","CAPZB; PFKFB3"
"10903","CAPZB; PSPH"
"10904","CAPZB; RAB22A"
"10905","CAPZB; RPL8"
"10906","CAPZB; SMARCE1"
"10907","CAPZB; SNX7"
"10908","CAPZB; SP1"
"10909","CAPZB; SRP72"
"10910","CAPZB; TRIP12"
"10911","CAPZB; TSC22D1"
"10912","CAPZB; USP5"
"10913","CAPZB; VAV2"
"10914","CASC3; ACOT8"
"10915","CASC3; ADAMTS1"
"10916","CASC3; BRPF1"
"10917","CASC3; CHMP2A"
"10918","CASC3; CYB5A"
"10919","CASC3; EPHB6"
"10920","CASC3; FGFR1"
"10921","CASC3; LMTK2"
"10922","CASC3; MAML1"
"10923","CASC3; MAP4K4"
"10924","CASC3; NCSTN"
"10925","CASC3; PRKAR2B"
"10926","CASC3; PRKDC"
"10927","CASC3; PSMC3IP"
"10928","CASC3; RASA1"
"10929","CASC3; RFC1"
"10930","CASC3; SIVA1"
"10931","CASC3; SNCB"
"10932","CASC3; SYP"
"10933","CASC3; TUBG1"
"10934","CASP7; ACOT8"
"10935","CASP7; CTSA"
"10936","CASP7; F9"
"10937","CASP7; GABBR2"
"10938","CASP7; NUTF2"
"10939","CASP7; OMG"
"10940","CASP7; PIGA"
"10941","CASP7; SNX7"
"10942","CASP7; TBC1D22A"
"10943","CASP7; USP5"
"10944","CAT; AP1B1"
"10945","CAT; CCNB2"
"10946","CAT; CDC42EP4"
"10947","CAT; CFTR"
"10948","CAT; DSP"
"10949","CAT; GABRA2"
"10950","CAT; KCNN2"
"10951","CAT; MYBL2"
"10952","CAT; NFASC"
"10953","CAT; PSME2"
"10954","CAT; RASA1"
"10955","CAT; RPS16"
"10956","CAT; SPARCL1"
"10957","CAT; STAMBP"
"10958","CAT; STIM1"
"10959","CAT; TRAIP"
"10960","CAT; TUBA4A"
"10961","CAT; UBE2C"
"10962","CAT; YBX1"
"10963","CAV1; ARL1"
"10964","CAV1; ATP5O"
"10965","CAV1; BET1"
"10966","CAV1; BMP2K"
"10967","CAV1; CAMK2G"
"10968","CAV1; CCT5"
"10969","CAV1; CHN2"
"10970","CAV1; COX8A"
"10971","CAV1; CREB5"
"10972","CAV1; CSNK2A2"
"10973","CAV1; CST3"
"10974","CAV1; DBN1"
"10975","CAV1; DNAJB2"
"10976","CAV1; GNAI1"
"10977","CAV1; GNAZ"
"10978","CAV1; GNG4"
"10979","CAV1; H1FX"
"10980","CAV1; HSP90B1"
"10981","CAV1; IDH3G"
"10982","CAV1; JAK1"
"10983","CAV1; KLF4"
"10984","CAV1; LGALS8"
"10985","CAV1; MYH9"
"10986","CAV1; NAB2"
"10987","CAV1; PCDH17"
"10988","CAV1; PDPK1"
"10989","CAV1; PIGA"
"10990","CAV1; PTPRK"
"10991","CAV1; RAB22A"
"10992","CAV1; RAN"
"10993","CAV1; RDBP"
"10994","CAV1; RPN1"
"10995","CAV1; RUNX3"
"10996","CAV1; SF1"
"10997","CAV1; SLC6A8"
"10998","CAV1; SMAD6"
"10999","CAV1; SOX4"
"11000","CAV1; SQSTM1"
"11001","CAV1; TBC1D22A"
"11002","CAV1; TJP1"
"11003","CAV1; TRIP12"
"11004","CAV1; UFM1"
"11005","CAV1; VGLL4"
"11006","CAV1; ZNF274"
"11007","CBL; BTG2"
"11008","CBL; CCDC85B"
"11009","CBL; DNM2"
"11010","CBL; FAM46C"
"11011","CBL; GTPBP1"
"11012","CBL; HSD17B2"
"11013","CBL; IL1R2"
"11014","CBL; MAN2A2"
"11015","CBL; MAPRE1"
"11016","CBL; MBD1"
"11017","CBL; PER1"
"11018","CBL; PTPRK"
"11019","CBL; RPN1"
"11020","CBL; SLC4A4"
"11021","CBL; TNFRSF12A"
"11022","CBL; VAV2"
"11023","CBLB; ARHGDIG"
"11024","CBLB; CPSF4"
"11025","CBLB; CUL4B"
"11026","CBLB; GAB2"
"11027","CBLB; HSF1"
"11028","CBLB; ITGA5"
"11029","CBLB; ITM2B"
"11030","CBLB; MAP2"
"11031","CBLB; NGFR"
"11032","CBLB; RBL2"
"11033","CBLB; RDBP"
"11034","CBLB; SEMA4F"
"11035","CBLB; SMARCE1"
"11036","CBLB; SSTR5"
"11037","CBLB; STAMBP"
"11038","CBLB; STARD7"
"11039","CBLB; STIP1"
"11040","CBLB; SYT1"
"11041","CBLN1; ACLY"
"11042","CBLN1; ACTG2"
"11043","CBLN1; ALDH3A1"
"11044","CBLN1; AZIN1"
"11045","CBLN1; BGN"
"11046","CBLN1; CANX"
"11047","CBLN1; CDH8"
"11048","CBLN1; CHSY1"
"11049","CBLN1; DNM1L"
"11050","CBLN1; EIF4G3"
"11051","CBLN1; FAM134B"
"11052","CBLN1; FILIP1L"
"11053","CBLN1; GCH1"
"11054","CBLN1; HIST2H2BE"
"11055","CBLN1; INTS3"
"11056","CBLN1; KLK8"
"11057","CBLN1; MAL"
"11058","CBLN1; MAP4K4"
"11059","CBLN1; MSX2"
"11060","CBLN1; NPPB"
"11061","CBLN1; PDGFB"
"11062","CBLN1; PSMA7"
"11063","CBLN1; RBBP7"
"11064","CBLN1; RFK"
"11065","CBLN1; RND3"
"11066","CBLN1; SERPINB2"
"11067","CBLN1; SIVA1"
"11068","CBLN1; SON"
"11069","CBLN1; SQSTM1"
"11070","CBLN1; TUBA4A"
"11071","CBLN1; UBAP2L"
"11072","CBR1; BAG5"
"11073","CBR1; CEP350"
"11074","CBR1; CHD8"
"11075","CBR1; DBH"
"11076","CBR1; DBN1"
"11077","CBR1; ERLIN1"
"11078","CBR1; ETV1"
"11079","CBR1; GNG4"
"11080","CBR1; H1F0"
"11081","CBR1; MAPRE1"
"11082","CBR1; MMP9"
"11083","CBR1; MYBL2"
"11084","CBR1; NUDT3"
"11085","CBR1; PRSS8"
"11086","CBR1; PSME3"
"11087","CBR1; RANGAP1"
"11088","CBR1; RPS16"
"11089","CBR1; TUSC2"
"11090","CBR1; UFM1"
"11091","CBR3; AAMP"
"11092","CBR3; ACOT8"
"11093","CBR3; ARF5"
"11094","CBR3; ARG2"
"11095","CBR3; ARPC2"
"11096","CBR3; ATP6V0C"
"11097","CBR3; BPTF"
"11098","CBR3; BTG2"
"11099","CBR3; CACNA1D"
"11100","CBR3; CFTR"
"11101","CBR3; CPSF4"
"11102","CBR3; CREB5"
"11103","CBR3; CYB5A"
"11104","CBR3; DBN1"
"11105","CBR3; DMWD"
"11106","CBR3; DTNA"
"11107","CBR3; EPHB6"
"11108","CBR3; FGFR3"
"11109","CBR3; HHEX"
"11110","CBR3; IGF2"
"11111","CBR3; ITGB6"
"11112","CBR3; MAX"
"11113","CBR3; PIGH"
"11114","CBR3; PIR"
"11115","CBR3; PRKAR2B"
"11116","CBR3; SCML2"
"11117","CBR3; SHBG"
"11118","CBR3; SNTB2"
"11119","CBR3; TBC1D22A"
"11120","CBR3; TJP1"
"11121","CBR3; UBE2S"
"11122","CBX1; CCT3"
"11123","CBX1; GINS1"
"11124","CBX1; HIST1H1T"
"11125","CBX1; NTSR1"
"11126","CBX1; PDPK1"
"11127","CBX1; ZADH2"
"11128","CBX3; ACOT8"
"11129","CBX3; ACTB"
"11130","CBX3; CAMK1"
"11131","CBX3; CENPF"
"11132","CBX3; CLGN"
"11133","CBX3; GAPDH"
"11134","CBX3; GINS1"
"11135","CBX3; H1F0"
"11136","CBX3; PCNA"
"11137","CBX3; PSMD4"
"11138","CBX3; RRP9"
"11139","CBX3; SLC4A4"
"11140","CBX3; SOX2"
"11141","CBX5; ALDH3A1"
"11142","CBX5; ALOX12"
"11143","CBX5; ARHGDIA"
"11144","CBX5; BAI1"
"11145","CBX5; BCAT2"
"11146","CBX5; C7"
"11147","CBX5; C8A"
"11148","CBX5; CCR9"
"11149","CBX5; CDH3"
"11150","CBX5; CDS1"
"11151","CBX5; CNTN2"
"11152","CBX5; CNTNAP2"
"11153","CBX5; COMMD3"
"11154","CBX5; CSNK1D"
"11155","CBX5; CYC1"
"11156","CBX5; DPF1"
"11157","CBX5; DPP6"
"11158","CBX5; ERBB4"
"11159","CBX5; FBLN5"
"11160","CBX5; FGF3"
"11161","CBX5; GINS1"
"11162","CBX5; GMFB"
"11163","CBX5; H2AFY"
"11164","CBX5; HDLBP"
"11165","CBX5; HELZ"
"11166","CBX5; HNF4A"
"11167","CBX5; HSPB1"
"11168","CBX5; INTS3"
"11169","CBX5; IRX5"
"11170","CBX5; ITGB1"
"11171","CBX5; KIF2A"
"11172","CBX5; KRT35"
"11173","CBX5; LAMA3"
"11174","CBX5; LASP1"
"11175","CBX5; LOC81691"
"11176","CBX5; MAG"
"11177","CBX5; MASP1"
"11178","CBX5; MKL1"
"11179","CBX5; MKRN1"
"11180","CBX5; MYH10"
"11181","CBX5; MYOD1"
"11182","CBX5; NCSTN"
"11183","CBX5; PDGFB"
"11184","CBX5; PER1"
"11185","CBX5; PEX13"
"11186","CBX5; PMM1"
"11187","CBX5; PPARD"
"11188","CBX5; PPAT"
"11189","CBX5; PTPN12"
"11190","CBX5; RAB22A"
"11191","CBX5; RAD51"
"11192","CBX5; SCN5A"
"11193","CBX5; SEC23B"
"11194","CBX5; SKIL"
"11195","CBX5; SMARCC1"
"11196","CBX5; SNTB1"
"11197","CBX5; SPP2"
"11198","CBX5; SSR1"
"11199","CBX5; TCF21"
"11200","CBX5; TEK"
"11201","CBX5; TLK1"
"11202","CBX5; TLN2"
"11203","CBX5; VASP"
"11204","CBX5; VDR"
"11205","CBX5; WDR1"
"11206","CBX7; AFF2"
"11207","CBX7; AMPD2"
"11208","CBX7; ATRX"
"11209","CBX7; BBOX1"
"11210","CBX7; CGREF1"
"11211","CBX7; CKM"
"11212","CBX7; COLEC12"
"11213","CBX7; ERBB4"
"11214","CBX7; ETV6"
"11215","CBX7; FBP1"
"11216","CBX7; GHR"
"11217","CBX7; GPR37"
"11218","CBX7; HIST1H1T"
"11219","CBX7; HTATSF1"
"11220","CBX7; LASP1"
"11221","CBX7; MAP2K1"
"11222","CBX7; MIB1"
"11223","CBX7; NUDT3"
"11224","CBX7; OASL"
"11225","CBX7; PRPSAP1"
"11226","CBX7; PSMC6"
"11227","CBX7; RAB40B"
"11228","CBX7; RBL2"
"11229","CBX7; RIT2"
"11230","CBX7; ROR2"
"11231","CBX7; SYNE1"
"11232","CBX7; TBC1D22A"
"11233","CBX7; TDO2"
"11234","CBY1; ATP6V0C"
"11235","CBY1; CTSA"
"11236","CBY1; ERF"
"11237","CBY1; FLT3"
"11238","CBY1; GHR"
"11239","CBY1; NHLH2"
"11240","CBY1; SOD1"
"11241","CCBL1; BCL9"
"11242","CCBL1; CCNE2"
"11243","CCBL1; CIAO1"
"11244","CCBL1; CLN3"
"11245","CCBL1; CLTC"
"11246","CCBL1; CYP2B6"
"11247","CCBL1; EFNA1"
"11248","CCBL1; FBLN5"
"11249","CCBL1; HLCS"
"11250","CCBL1; HMGA1"
"11251","CCBL1; IRF3"
"11252","CCBL1; KCNN2"
"11253","CCBL1; MASP1"
"11254","CCBL1; PDCD6"
"11255","CCBL1; PRC1"
"11256","CCBL1; SCAMP3"
"11257","CCBL1; SCCPDH"
"11258","CCBL1; SEC61B"
"11259","CCBL1; SNX27"
"11260","CCBL1; TAX1BP1"
"11261","CCBL1; TBCB"
"11262","CCBL1; TUBG1"
"11263","CCDC130; CCBL1"
"11264","CCDC130; CLEC3B"
"11265","CCDC130; H1F0"
"11266","CCDC130; NGFR"
"11267","CCDC130; NUDT3"
"11268","CCDC130; PPP3CB"
"11269","CCDC130; PTPRK"
"11270","CCDC130; RING1"
"11271","CCDC130; SGCB"
"11272","CCDC130; SLC22A1"
"11273","CCDC130; SNRPG"
"11274","CCDC22; AKAP7"
"11275","CCDC22; ASPH"
"11276","CCDC22; BMP5"
"11277","CCDC22; CDC6"
"11278","CCDC22; IGF2"
"11279","CCDC22; MAML1"
"11280","CCDC22; NRG1"
"11281","CCDC22; POU2F1"
"11282","CCDC22; VLDLR"
"11283","CCDC22; XPO1"
"11284","CCDC41; CSRP2"
"11285","CCDC41; DAD1"
"11286","CCDC41; EMD"
"11287","CCDC41; FAM46C"
"11288","CCDC41; FASTK"
"11289","CCDC41; FLT3"
"11290","CCDC41; IRF5"
"11291","CCDC41; LASP1"
"11292","CCDC41; PACSIN2"
"11293","CCDC41; PPBP"
"11294","CCDC41; PPP1R12B"
"11295","CCDC41; RASA1"
"11296","CCDC41; SCCPDH"
"11297","CCDC41; ZFP36L2"
"11298","CCDC6; ABCA3"
"11299","CCDC6; ACCN2"
"11300","CCDC6; ARRB2"
"11301","CCDC6; ATP2C1"
"11302","CCDC6; BMPR1A"
"11303","CCDC6; BPTF"
"11304","CCDC6; C12orf24"
"11305","CCDC6; CCNE2"
"11306","CCDC6; FOXM1"
"11307","CCDC6; GABBR2"
"11308","CCDC6; GNG10"
"11309","CCDC6; H1F0"
"11310","CCDC6; HIST1H3H"
"11311","CCDC6; ICAM2"
"11312","CCDC6; KIF22"
"11313","CCDC6; LMOD1"
"11314","CCDC6; MLLT3"
"11315","CCDC6; MMP15"
"11316","CCDC6; PRC1"
"11317","CCDC6; PTDSS1"
"11318","CCDC6; RUVBL2"
"11319","CCDC6; SCN2A"
"11320","CCDC6; SMARCD1"
"11321","CCDC6; SQSTM1"
"11322","CCDC6; SRPK1"
"11323","CCDC6; STK10"
"11324","CCDC6; UBE2S"
"11325","CCDC6; WNT5A"
"11326","CCDC85B; ARMC8"
"11327","CCDC85B; BCAT2"
"11328","CCDC85B; C6orf106"
"11329","CCDC85B; CAPRIN1"
"11330","CCDC85B; CIAO1"
"11331","CCDC85B; DR1"
"11332","CCDC85B; DUSP5"
