"","x"
"148","ABCA2; BTG3"
"149","ABCA2; CALM1"
"150","ABCA2; CHRNA2"
"151","ABCA2; COL11A2"
"152","ABCA2; COL1A1"
"153","ABCA2; COL4A1"
"154","ABCA2; CPE"
"155","ABCA2; CRISP2"
"156","ABCA2; CTNND1"
"157","ABCA2; CTSA"
"158","ABCA2; CUL1"
"159","ABCA2; CXCL1"
"160","ABCA2; CXCL13"
"161","ABCA2; DBN1"
"162","ABCA2; DHPS"
"163","ABCA2; DRD4"
"164","ABCA2; DUSP4"
"165","ABCA2; DUSP5"
"166","ABCA2; EDEM1"
"167","ABCA2; EEF1G"
"168","ABCA2; EMD"
"169","ABCA2; ERF"
"170","ABCA2; ESM1"
"171","ABCA2; FAM32A"
"172","ABCA2; FBN2"
"173","ABCA2; FGF8"
"174","ABCA2; FGFR2"
"175","ABCA2; FGFR4"
"176","ABCA2; GINS1"
"177","ABCA2; GLS"
"178","ABCA2; GNAO1"
"179","ABCA2; GNS"
"180","ABCA2; GOT1"
"181","ABCA2; GPD1"
"182","ABCA2; GPR125"
"183","ABCA2; GZMK"
"184","ABCA2; H2AFX"
"185","ABCA2; HIPK3"
"186","ABCA2; HSD17B8"
"187","ABCA2; HSPE1"
"188","ABCA2; HSPH1"
"189","ABCA2; HTRA1"
"190","ABCA2; ICAM5"
"191","ABCA2; ITGA7"
"192","ABCA2; ITSN1"
"193","ABCA2; KCNN2"
"194","ABCA2; KCNQ3"
"195","ABCA2; KIF14"
"196","ABCA2; KRT12"
"197","ABCA2; LGALS7"
"198","ABCA2; LIMK2"
"199","ABCA2; LSP1"
"200","ABCA2; MAP3K8"
"201","ABCA2; MAPK1"
"202","ABCA2; MAPK8IP2"
"203","ABCA2; MDK"
"204","ABCA2; MEOX1"
"205","ABCA2; MET"
"206","ABCA2; MLF2"
"207","ABCA2; MMP14"
"208","ABCA2; MYH9"
"209","ABCA2; NFE2L1"
"210","ABCA2; NFKB2"
"211","ABCA2; NME1"
"212","ABCA2; NTHL1"
"213","ABCA2; NUP93"
"214","ABCA2; OGG1"
"215","ABCA2; P4HA2"
"216","ABCA2; PABPC4"
"217","ABCA2; PDIA6"
"218","ABCA2; PIAS3"
"219","ABCA2; PPP1R7"
"220","ABCA2; PPP2CA"
"221","ABCA2; PPP3CB"
"222","ABCA2; PRR5"
"223","ABCA2; PTK7"
"224","ABCA2; PTOV1"
"225","ABCA2; PTPN11"
"226","ABCA2; RGL2"
"227","ABCA2; RNF14"
"228","ABCA2; RPL29"
"229","ABCA2; RTCD1"
"230","ABCA2; SEC24B"
"231","ABCA2; SEC24C"
"232","ABCA2; SEPHS2"
"233","ABCA2; SLC13A2"
"234","ABCA2; SLC5A6"
"235","ABCA2; SLC9A3R2"
"236","ABCA2; SNCAIP"
"237","ABCA2; SOS1"
"238","ABCA2; SPTBN1"
"239","ABCA2; SYNCRIP"
"240","ABCA2; TCF15"
"241","ABCA2; TERT"
"242","ABCA2; TGFBI"
"243","ABCA2; TMEFF1"
"244","ABCA2; TNFRSF12A"
"245","ABCA2; TOR1A"
"246","ABCA2; TPR"
"247","ABCA2; TRAF4"
"248","ABCA2; TRIM28"
"249","ABCA2; TTK"
"250","ABCA2; VAC14"
"251","ABCA2; YIF1A"
"252","ABCA2; YWHAE"
"253","ABCA2; ZNF711"
"254","ABCA3; AEBP1"
"255","ABCA3; BNIP3"
"256","ABCA3; CAPZA2"
"257","ABCA3; CCNE2"
"258","ABCA3; CD164"
"259","ABCA3; CDK2"
"260","ABCA3; CHST1"
"261","ABCA3; CREB5"
"262","ABCA3; CTSA"
"263","ABCA3; FOSB"
"264","ABCA3; FOXO1"
"265","ABCA3; FOXO4"
"266","ABCA3; GABRB3"
"267","ABCA3; GSPT1"
"268","ABCA3; GTF2E1"
"269","ABCA3; HADHA"
"270","ABCA3; HLCS"
"271","ABCA3; HSPH1"
"272","ABCA3; KCNA4"
"273","ABCA3; KCNMB1"
"274","ABCA3; KDELR2"
"275","ABCA3; KHSRP"
"276","ABCA3; MDFI"
"277","ABCA3; ME2"
"278","ABCA3; MMD"
"279","ABCA3; MMP14"
"280","ABCA3; MYC"
"281","ABCA3; MYOD1"
"282","ABCA3; NCOA2"
"283","ABCA3; PAFAH1B3"
"284","ABCA3; PCDH17"
"285","ABCA3; PDLIM7"
"286","ABCA3; PMVK"
"287","ABCA3; POLB"
"288","ABCA3; RHOG"
"289","ABCA3; RNGTT"
"290","ABCA3; SLC4A4"
"291","ABCA3; SNX2"
"292","ABCA3; SPTLC2"
"293","ABCA3; SREBF2"
"294","ABCA3; ST3GAL4"
"295","ABCA3; STIM1"
"296","ABCA3; TAOK2"
"297","ABCA3; TRIM27"
"298","ABCA3; TRPV6"
"299","ABCA3; TUBG1"
"300","ABCA3; USP10"
"301","ABCA4; CD36"
"302","ABCA4; PES1"
"303","ABCA4; RIN2"
"304","ABCA4; SYT7"
"305","ABCA4; TSPYL5"
"306","ABCA5; FGF3"
"307","ABCA5; UBE2S"
"308","ABCA8; ATP6V1F"
"309","ABCA8; AZIN1"
"310","ABCA8; C1orf9"
"311","ABCA8; CLCN7"
"312","ABCA8; CLTC"
"313","ABCA8; EBNA1BP2"
"314","ABCA8; GATA6"
"315","ABCA8; LIFR"
"316","ABCA8; MAPRE1"
"317","ABCA8; NEDD8"
"318","ABCA8; NFKBIB"
"319","ABCA8; R3HDM1"
"320","ABCA8; SMC4"
"321","ABCA8; VGLL4"
"322","ABCB6; AQP1"
"323","ABCB6; ERBB4"
"324","ABCB6; FOSB"
"325","ABCB6; HIST1H2AG"
"326","ABCB6; INHBA"
"327","ABCB6; KRT20"
"328","ABCB6; MAPT"
"329","ABCB6; NPY1R"
"330","ABCB6; PFKFB3"
"331","ABCB6; RRP9"
"332","ABCB6; SND1"
"333","ABCC1; ATP5G2"
"334","ABCC1; CPXM1"
"335","ABCC1; CSK"
"336","ABCC1; GAPDH"
"337","ABCC1; HTRA2"
"338","ABCC1; LIFR"
"339","ABCC1; MAPRE1"
"340","ABCC1; MYH9"
"341","ABCC1; NRG1"
"342","ABCC1; PSME2"
"343","ABCC1; RRP9"
"344","ABCC1; SLC18A3"
"345","ABCC1; SMARCD1"
"346","ABCC1; SOX2"
"347","ABCC1; STK3"
"348","ABCC1; SWAP70"
"349","ABCC1; SYP"
"350","ABCC1; TRIM28"
"351","ABCC1; TRIP12"
"352","ABCC1; TUSC2"
"353","ABCC4; CBLN1"
"354","ABCC4; CCNE2"
"355","ABCC4; CITED1"
"356","ABCC4; CNN3"
"357","ABCC4; DBF4"
"358","ABCC4; EPHA3"
"359","ABCC4; EPHB6"
"360","ABCC4; FBLN5"
"361","ABCC4; LMTK2"
"362","ABCC4; MCRS1"
"363","ABCC4; MYBL2"
"364","ABCC4; NPR3"
"365","ABCC4; OXCT1"
"366","ABCC4; RBBP8"
"367","ABCC4; RFC4"
"368","ABCC4; SQSTM1"
"369","ABCC4; UGDH"
"370","ABCC4; ZIC2"
"371","ABCC6; AAMP"
"372","ABCC6; KRT35"
"373","ABCC6; WASF1"
"374","ABCC6; YWHAE"
"375","ABCC6; ZIC2"
"376","ABCC8; KIF1A"
"377","ABCC8; PSMD3"
"378","ABCD1; ADAM12"
"379","ABCD1; CCDC85B"
"380","ABCD1; CPSF4"
"381","ABCD1; CYP21A2"
"382","ABCD1; DOC2B"
"383","ABCD1; GABBR1"
"384","ABCD1; GTPBP1"
"385","ABCD1; H1FX"
"386","ABCD1; HIST1H2BJ"
"387","ABCD1; IDH3G"
"388","ABCD1; IGF2BP2"
"389","ABCD1; KCNN2"
"390","ABCD1; LAMB3"
"391","ABCD1; LASP1"
"392","ABCD1; MCRS1"
"393","ABCD1; PFKFB3"
"394","ABCD1; PIGA"
"395","ABCD1; PRKAR2B"
"396","ABCD1; RORB"
"397","ABCD1; SCN2A"
"398","ABCD1; SCNN1A"
"399","ABCD1; SERPINB2"
"400","ABCD1; SNCB"
"401","ABCD1; SPOP"
"402","ABCD1; STAMBP"
"403","ABCD2; ACP2"
"404","ABCD2; AP1B1"
"405","ABCD2; ARVCF"
"406","ABCD2; CDH1"
"407","ABCD2; CHSY1"
"408","ABCD2; CNN3"
"409","ABCD2; COX8A"
"410","ABCD2; FAM32A"
"411","ABCD2; FARP2"
"412","ABCD2; FGFR2"
"413","ABCD2; GABBR1"
"414","ABCD2; KIAA0664"
"415","ABCD2; KLKB1"
"416","ABCD2; MFAP4"
"417","ABCD2; PBXIP1"
"418","ABCD2; PPP2R1A"
"419","ABCD2; SHBG"
"420","ABCD2; SKAP2"
"421","ABCD2; SSRP1"
"422","ABCF3; BPTF"
"423","ABCF3; CD36"
"424","ABCF3; CEBPG"
"425","ABCF3; GFPT2"
"426","ABCF3; HGF"
"427","ABCF3; HHEX"
"428","ABCF3; LSM7"
"429","ABCF3; MAX"
"430","ABCF3; MCRS1"
"431","ABCF3; PMCH"
"432","ABCF3; RIT2"
"433","ABCF3; SKP2"
"434","ABCF3; SMARCD1"
"435","ABCF3; SNTA1"
"436","ABCF3; SOCS1"
"437","ABCF3; SPG20"
"438","ABCF3; TDO2"
"439","ABCF3; TTK"
"440","ABCF3; TUBG1"
"441","ABCG1; AKAP10"
"442","ABCG1; AQP1"
"443","ABCG1; BASP1"
"444","ABCG1; CFTR"
"445","ABCG1; CNN3"
"446","ABCG1; CTNND2"
"447","ABCG1; DHX15"
"448","ABCG1; DLGAP4"
"449","ABCG1; ERBB4"
"450","ABCG1; F3"
"451","ABCG1; FARP2"
"452","ABCG1; GRB2"
"453","ABCG1; HPRT1"
"454","ABCG1; IL2RG"
"455","ABCG1; IRAK1"
"456","ABCG1; ITPR3"
"457","ABCG1; LAPTM4B"
"458","ABCG1; MAP2K1"
"459","ABCG1; MARCKSL1"
"460","ABCG1; MRPL28"
"461","ABCG1; MYCBP2"
"462","ABCG1; NCL"
"463","ABCG1; NR1H3"
"464","ABCG1; NRG1"
"465","ABCG1; RAB8A"
"466","ABCG1; RRP1B"
"467","ABCG1; SOS1"
"468","ABCG1; TF"
"469","ABCG1; VAV2"
"470","ABHD2; ADA"
"471","ABHD2; ATP5G2"
"472","ABHD2; CXCL12"
"473","ABHD2; DBN1"
"474","ABHD2; GATA6"
"475","ABHD2; GHR"
"476","ABHD2; GNAI1"
"477","ABHD2; LAMB3"
"478","ABHD2; MAPRE1"
"479","ABHD2; NCK1"
"480","ABHD2; NOL7"
"481","ABHD2; SLC6A14"
"482","ABHD2; THRB"
"483","ABHD2; TRIM27"
"484","ABHD2; VASP"
"485","ABI2; ACTB"
"486","ABI2; AKAP7"
"487","ABI2; BPTF"
"488","ABI2; CLGN"
"489","ABI2; CTSA"
"490","ABI2; DBN1"
"491","ABI2; DNAJB2"
"492","ABI2; FAM32A"
"493","ABI2; GABRB3"
"494","ABI2; GINS1"
"495","ABI2; IGF2BP3"
"496","ABI2; KLF4"
"497","ABI2; PDPK1"
"498","ABI2; POU2F1"
"499","ABI2; PRSS8"
"500","ABI2; RFC1"
"501","ABI2; RHOC"
"502","ABI2; SLC4A4"
"503","ABI2; SNX7"
"504","ABI2; SOX2"
"505","ABL1; ATIC"
"506","ABL1; ATP2C1"
"507","ABL1; BMP6"
"508","ABL1; BRF1"
"509","ABL1; CAMK2G"
"510","ABL1; CDC42EP4"
"511","ABL1; DNM2"
"512","ABL1; DUSP6"
"513","ABL1; FGFR3"
"514","ABL1; GATA6"
"515","ABL1; GDF10"
"516","ABL1; IL1R2"
"517","ABL1; LYZ"
"518","ABL1; MAP4K4"
"519","ABL1; MTR"
"520","ABL1; NCSTN"
"521","ABL1; NDRG1"
"522","ABL1; RHOH"
"523","ABL1; SLC20A1"
"524","ABL1; YWHAE"
"525","ABL1; ZFP36L2"
"526","ABL2; ACTR1A"
"527","ABL2; ATP2A2"
"528","ABL2; CPSF4"
"529","ABL2; CXCL14"
"530","ABL2; ERBB3"
"531","ABL2; FAM20B"
"532","ABL2; HGF"
"533","ABL2; MYH2"
"534","ABL2; NDUFA4"
"535","ABL2; PCNA"
"536","ABL2; SH3YL1"
"537","ABL2; TSN"
"538","ABL2; UBE2A"
"539","ABLIM1; ALB"
"540","ABLIM1; BBOX1"
"541","ABLIM1; MAPK14"
"542","ABLIM1; STAM"
"543","ABLIM3; C7"
"544","ABLIM3; CCL21"
"545","ABLIM3; CLDN10"
"546","ABP1; ABCA1"
"547","ABP1; BACE2"
"548","ABP1; BASP1"
"549","ABP1; CACNA2D1"
"550","ABP1; CHSY1"
"551","ABP1; CNN3"
"552","ABP1; CSNK1D"
"553","ABP1; DBN1"
"554","ABP1; GMFG"
"555","ABP1; IDH3G"
"556","ABP1; ITGA6"
"557","ABP1; LYZ"
"558","ABP1; MYH9"
"559","ABP1; RRP9"
"560","ABP1; SNTA1"
"561","ABP1; SQSTM1"
"562","ABP1; TNFRSF12A"
"563","ABR; AKAP1"
"564","ABR; ALDH6A1"
"565","ABR; ALOX15B"
"566","ABR; APOC1"
"567","ABR; ARFRP1"
"568","ABR; ARHGEF12"
"569","ABR; ASPA"
"570","ABR; ATF6"
"571","ABR; ATP2A3"
"572","ABR; BCAP31"
"573","ABR; BTG1"
"574","ABR; C1orf38"
"575","ABR; CALCB"
"576","ABR; CAPZB"
"577","ABR; CD2AP"
"578","ABR; CDC25A"
"579","ABR; CDH8"
"580","ABR; CEBPG"
"581","ABR; CHKA"
"582","ABR; CIITA"
"583","ABR; CKAP5"
"584","ABR; CLEC3B"
"585","ABR; CLN3"
"586","ABR; COL11A2"
"587","ABR; COPB1"
"588","ABR; CSTF1"
"589","ABR; CXADR"
"590","ABR; CYFIP1"
"591","ABR; DDOST"
"592","ABR; DGKZ"
"593","ABR; DHCR24"
"594","ABR; DLG3"
"595","ABR; EIF1AX"
"596","ABR; EIF2S3"
"597","ABR; EIF4G1"
"598","ABR; ELL2"
"599","ABR; ELOVL2"
"600","ABR; ENO1"
"601","ABR; ERBB3"
"602","ABR; ERLIN1"
"603","ABR; ETS1"
"604","ABR; FASTK"
"605","ABR; FGFR4"
"606","ABR; FKBP1A"
"607","ABR; FUT8"
"608","ABR; FZD5"
"609","ABR; GALNT10"
"610","ABR; GATA3"
"611","ABR; GDI1"
"612","ABR; GNAI1"
"613","ABR; GNS"
"614","ABR; GPR116"
"615","ABR; GRIA1"
"616","ABR; HDAC2"
"617","ABR; HIST1H2BK"
"618","ABR; HMGCL"
"619","ABR; HNF4A"
"620","ABR; HOXC5"
"621","ABR; HOXD10"
"622","ABR; HSD3B1"
"623","ABR; HTR2A"
"624","ABR; ILF3"
"625","ABR; IMMT"
"626","ABR; INHBC"
"627","ABR; ISG20L2"
"628","ABR; IVL"
"629","ABR; KATNB1"
"630","ABR; KDELR2"
"631","ABR; KRT33B"
"632","ABR; LAMC1"
"633","ABR; LAMP1"
"634","ABR; MAML1"
"635","ABR; MASP1"
"636","ABR; MATR3"
"637","ABR; MB"
"638","ABR; MCFD2"
"639","ABR; MID1"
"640","ABR; MMP15"
"641","ABR; MOG"
"642","ABR; MSX2"
"643","ABR; MTHFD1"
"644","ABR; MTR"
"645","ABR; MYH3"
"646","ABR; MYL3"
"647","ABR; MYOD1"
"648","ABR; NCAPH"
"649","ABR; NDUFA9"
"650","ABR; NEUROD2"
"651","ABR; NFKBIB"
"652","ABR; NNAT"
"653","ABR; NT5C2"
"654","ABR; NUPL2"
"655","ABR; OPRD1"
"656","ABR; OPRM1"
"657","ABR; PDAP1"
"658","ABR; PER2"
"659","ABR; PEX11A"
"660","ABR; PIK3R2"
"661","ABR; PKN1"
"662","ABR; PSMC6"
"663","ABR; PTPRC"
"664","ABR; RAB13"
"665","ABR; RAB1A"
"666","ABR; RAB5B"
"667","ABR; RASA1"
"668","ABR; RASSF2"
"669","ABR; RBM3"
"670","ABR; RBP3"
"671","ABR; RCE1"
"672","ABR; RET"
"673","ABR; RHOC"
"674","ABR; RNF10"
"675","ABR; RNGTT"
"676","ABR; RNPEP"
"677","ABR; RORC"
"678","ABR; SEC61B"
"679","ABR; SELE"
"680","ABR; SLC1A4"
"681","ABR; SLC25A13"
"682","ABR; SLC6A9"
"683","ABR; SLC9A3R1"
"684","ABR; SMARCD2"
"685","ABR; SNCB"
"686","ABR; SND1"
"687","ABR; SP1"
"688","ABR; SPAG9"
"689","ABR; SRPR"
"690","ABR; STAT6"
"691","ABR; STAU1"
"692","ABR; SYCP1"
"693","ABR; TAP1"
"694","ABR; TAX1BP1"
"695","ABR; TCEB3"
"696","ABR; TEK"
"697","ABR; THBS2"
"698","ABR; THRA"
"699","ABR; TLX1"
"700","ABR; TNPO1"
"701","ABR; TRAM1"
"702","ABR; TRIB2"
"703","ABR; TSN"
"704","ABR; TUBB"
"705","ABR; TXNRD1"
"706","ABR; UNC13B"
"707","ABR; USP5"
"708","ABR; USP9X"
"709","ABR; XPO1"
"710","ABR; ZYX"
"711","ACAA1; CHERP"
"712","ACAA1; CHMP2A"
"713","ACAA1; POLR2K"
"714","ACAA2; CDC25A"
"715","ACAA2; CSNK1D"
"716","ACAA2; GATA6"
"717","ACAA2; IGF2BP2"
"718","ACAA2; MAPK14"
"719","ACAA2; MYBL2"
"720","ACAA2; PER1"
"721","ACAA2; PPP3CB"
"722","ACAA2; SHC3"
"723","ACAA2; SIVA1"
"724","ACADSB; AHCYL1"
"725","ACADSB; ATP6V1A"
"726","ACADSB; CDH19"
"727","ACADSB; CXCL12"
"728","ACADSB; EPHB6"
"729","ACADSB; GRIK1"
"730","ACADSB; KCNN2"
"731","ACADSB; MAPRE1"
"732","ACADSB; PDZK1IP1"
"733","ACADSB; PEX13"
"734","ACADSB; PRELP"
"735","ACADSB; PRG4"
"736","ACADSB; RUNX1T1"
"737","ACADSB; SGCB"
"738","ACADVL; AAMP"
"739","ACADVL; CHSY1"
"740","ACADVL; CLDN10"
"741","ACADVL; CTSA"
"742","ACADVL; CXCL12"
"743","ACADVL; CXCL14"
"744","ACADVL; DBN1"
"745","ACADVL; DNALI1"
"746","ACADVL; DTNA"
"747","ACADVL; FGFR2"
"748","ACADVL; GATA6"
"749","ACADVL; GINS1"
"750","ACADVL; LMTK2"
"751","ACADVL; MAFF"
"752","ACADVL; MYH9"
"753","ACADVL; NPR3"
"754","ACADVL; PER1"
"755","ACADVL; SDC3"
"756","ACADVL; SERPINB8"
"757","ACADVL; SLC4A4"
"758","ACADVL; SLC5A1"
"759","ACADVL; SLC6A6"
"760","ACADVL; SQSTM1"
"761","ACADVL; SYT7"
"762","ACAN; GAPDH"
"763","ACAN; LIFR"
"764","ACAT1; NCAPH"
"765","ACAT1; NFASC"
"766","ACAT1; PSME2"
"767","ACAT1; UBE2C"
"768","ACCN2; ADAR"
"769","ACCN2; CCT3"
"770","ACCN2; CKAP5"
"771","ACCN2; CPSF1"
"772","ACCN2; CXCL12"
"773","ACCN2; DCK"
"774","ACCN2; ERF"
"775","ACCN2; FOXM1"
"776","ACCN2; HIST2H2AA3"
"777","ACCN2; HMGA1"
"778","ACCN2; IGFALS"
"779","ACCN2; IRAK1"
"780","ACCN2; MDK"
"781","ACCN2; MFAP4"
"782","ACCN2; NOL7"
"783","ACCN2; NUP62"
"784","ACCN2; NUTF2"
"785","ACCN2; OPTN"
"786","ACCN2; SDC2"
"787","ACCN2; SLC22A1"
"788","ACCN2; SLC5A1"
"789","ACCN2; SSRP1"
"790","ACCN2; TPR"
"791","ACD; ACVRL1"
"792","ACD; AKAP10"
"793","ACD; CACNA2D1"
"794","ACD; CCT7"
"795","ACD; CEBPG"
"796","ACD; CHN2"
"797","ACD; DHPS"
"798","ACD; EDEM1"
"799","ACD; ESPL1"
"800","ACD; FEZ1"
"801","ACD; GTPBP1"
"802","ACD; HCFC1"
"803","ACD; IGF2"
"804","ACD; IL6ST"
"805","ACD; ITPR3"
"806","ACD; NFRKB"
"807","ACD; PBX1"
"808","ACD; PLK1"
"809","ACD; PRG4"
"810","ACD; PSME2"
"811","ACD; RBBP8"
"812","ACD; RRP1B"
"813","ACD; SLC3A2"
"814","ACD; SLC7A11"
"815","ACD; SQSTM1"
"816","ACD; TSPYL5"
"817","ACD; YBX1"
"818","ACD; ZADH2"
"819","ACE; ALPL"
"820","ACE; FBP1"
"821","ACE; GAD1"
"822","ACE; HYOU1"
"823","ACE; PLK4"
"824","ACE; RBCK1"
"825","ACE; RRH"
"826","ACE; SQSTM1"
"827","ACE; TPD52"
"828","ACLY; ALPL"
"829","ACLY; ARPC2"
"830","ACLY; CHMP2A"
"831","ACLY; CPT1A"
"832","ACLY; CXCL12"
"833","ACLY; F9"
"834","ACLY; HIST2H2BE"
"835","ACLY; MAPT"
"836","ACLY; NOL7"
"837","ACLY; SLC5A1"
"838","ACO2; ACVR2A"
"839","ACO2; ALB"
"840","ACO2; AP1B1"
"841","ACO2; BAIAP3"
"842","ACO2; CHMP2A"
"843","ACO2; CNN3"
"844","ACO2; EPHB2"
"845","ACO2; FGL2"
"846","ACO2; GABRA2"
"847","ACO2; GPSM2"
"848","ACO2; KLF4"
"849","ACO2; MAN2A2"
"850","ACO2; MYCBP2"
"851","ACO2; NCK1"
"852","ACO2; NHLH2"
"853","ACO2; NTHL1"
"854","ACO2; PDIA6"
"855","ACO2; PDPK1"
"856","ACO2; PRKDC"
"857","ACO2; RHOC"
"858","ACO2; RUNX1T1"
"859","ACO2; SDC3"
"860","ACO2; SLC3A2"
"861","ACO2; SMARCE1"
"862","ACO2; TJP1"
"863","ACO2; UGDH"
"864","ACO2; XPO1"
"865","ACOT7; ATP6AP1"
"866","ACOT7; BTG2"
"867","ACOT7; C12orf24"
"868","ACOT7; CENPA"
"869","ACOT7; CEP57"
"870","ACOT7; CKAP5"
"871","ACOT7; CNN3"
"872","ACOT7; COX8A"
"873","ACOT7; CTNNBIP1"
"874","ACOT7; CTSA"
"875","ACOT7; CXCL12"
"876","ACOT7; DBF4"
"877","ACOT7; DBN1"
"878","ACOT7; DMC1"
"879","ACOT7; EIF2AK2"
"880","ACOT7; FBN2"
"881","ACOT7; GAPDH"
"882","ACOT7; GINS1"
"883","ACOT7; GRB2"
"884","ACOT7; GZMK"
"885","ACOT7; HTRA2"
"886","ACOT7; IL1RL1"
"887","ACOT7; ITPKA"
"888","ACOT7; KCNN2"
"889","ACOT7; KIAA0430"
"890","ACOT7; LMOD1"
"891","ACOT7; LMTK2"
"892","ACOT7; MAFF"
"893","ACOT7; NEBL"
"894","ACOT7; NHLH2"
"895","ACOT7; NRG1"
"896","ACOT7; PDGFRA"
"897","ACOT7; PPP2R1A"
"898","ACOT7; RFC4"
"899","ACOT7; RPN1"
"900","ACOT7; SCGN"
"901","ACOT7; SOX2"
"902","ACOT7; SPINT2"
"903","ACOT7; STAMBP"
"904","ACOT7; TBC1D22A"
"905","ACOT7; TFPI2"
"906","ACOT7; TNFRSF12A"
"907","ACOT7; VLDLR"
"908","ACOT7; XPO1"
"909","ACOT8; ATF4"
"910","ACOT8; BMP5"
"911","ACOT8; CD97"
"912","ACOT8; CLTC"
"913","ACOT8; COLEC11"
"914","ACOT8; CXCL14"
"915","ACOT8; DTNA"
"916","ACOT8; FGFR2"
"917","ACOT8; GLRA2"
"918","ACOT8; HIST1H2AC"
"919","ACOT8; HIST2H2AA3"
"920","ACOT8; ITGA6"
"921","ACOT8; KIAA0101"
"922","ACOT8; MAZ"
"923","ACOT8; MCM3"
"924","ACOT8; NPR3"
