"","x"
"38985","PA2G4; LIFR"
"38986","PA2G4; MASP1"
"38987","PA2G4; MLEC"
"38988","PA2G4; OIT3"
"38989","PA2G4; PIGF"
"38990","PA2G4; PTH1R"
"38991","PA2G4; RRNAD1"
"38992","PA2G4; ZBTB22"
"38993","PA2G4; ZFP36"
"38994","PAAF1; CCBE1"
"38995","PAAF1; CSNK1D"
"38996","PAAF1; DCN"
"38997","PAAF1; EPHX2"
"38998","PAAF1; INMT"
"38999","PAAF1; MASP1"
"39000","PAAF1; MEPCE"
"39001","PAAF1; MOGAT2"
"39002","PAAF1; PSMC4"
"39003","PABPC1; ABAT"
"39004","PABPC1; ADAMTS13"
"39005","PABPC1; ADRA2B"
"39006","PABPC1; ALDH6A1"
"39007","PABPC1; ALG3"
"39008","PABPC1; ANGPTL6"
"39009","PABPC1; ARV1"
"39010","PABPC1; ATG12"
"39011","PABPC1; BAP1"
"39012","PABPC1; C15orf61"
"39013","PABPC1; C19orf25"
"39014","PABPC1; C1R"
"39015","PABPC1; C21orf91"
"39016","PABPC1; CCBE1"
"39017","PABPC1; CCDC107"
"39018","PABPC1; CHRM2"
"39019","PABPC1; COLEC10"
"39020","PABPC1; CPEB3"
"39021","PABPC1; CRELD1"
"39022","PABPC1; CRHBP"
"39023","PABPC1; CXCL12"
"39024","PABPC1; CXCL14"
"39025","PABPC1; CYB5R1"
"39026","PABPC1; CYP26A1"
"39027","PABPC1; DACH1"
"39028","PABPC1; DBH"
"39029","PABPC1; DCAF8"
"39030","PABPC1; DCN"
"39031","PABPC1; DHPS"
"39032","PABPC1; EHD3"
"39033","PABPC1; FOSB"
"39034","PABPC1; GPAA1"
"39035","PABPC1; GPANK1"
"39036","PABPC1; GPM6A"
"39037","PABPC1; GPR137"
"39038","PABPC1; HEXB"
"39039","PABPC1; ISCA2"
"39040","PABPC1; KEAP1"
"39041","PABPC1; LIFR"
"39042","PABPC1; MARCO"
"39043","PABPC1; MASP1"
"39044","PABPC1; MAST3"
"39045","PABPC1; MEF2D"
"39046","PABPC1; MEPCE"
"39047","PABPC1; MFSD2A"
"39048","PABPC1; MLEC"
"39049","PABPC1; NCKIPSD"
"39050","PABPC1; NKAP"
"39051","PABPC1; NTF3"
"39052","PABPC1; PALM2"
"39053","PABPC1; PEX11B"
"39054","PABPC1; PLVAP"
"39055","PABPC1; PPP2R5A"
"39056","PABPC1; PTH1R"
"39057","PABPC1; RABGGTA"
"39058","PABPC1; RING1"
"39059","PABPC1; RNF125"
"39060","PABPC1; RRNAD1"
"39061","PABPC1; RXRB"
"39062","PABPC1; STEAP3"
"39063","PABPC1; SUV39H1"
"39064","PABPC1; TAX1BP1"
"39065","PABPC1; TDO2"
"39066","PABPC1; TRIM39"
"39067","PABPC1; TSC2"
"39068","PABPC1; TUBE1"
"39069","PABPC1; TYK2"
"39070","PABPC1; ULK3"
"39071","PABPC1; USF1"
"39072","PABPC1; VMAC"
"39073","PABPC1; YIPF3"
"39074","PABPC1; ZBTB22"
"39075","PABPN1; CHRM2"
"39076","PACRGL; FOSB"
"39077","PACRGL; KCNN2"
"39078","PACRGL; RING1"
"39079","PACS2; ATG12"
"39080","PACS2; C1R"
"39081","PACS2; C21orf91"
"39082","PACS2; CAMLG"
"39083","PACS2; CCDC107"
"39084","PACS2; CHCHD4"
"39085","PACS2; DAP3"
"39086","PACS2; DNASE1L3"
"39087","PACS2; EIF2B4"
"39088","PACS2; GNPAT"
"39089","PACS2; GPM6A"
"39090","PACS2; IGFALS"
"39091","PACS2; IL1RAP"
"39092","PACS2; KCNN2"
"39093","PACS2; LIFR"
"39094","PACS2; LMAN2"
"39095","PACS2; MARCO"
"39096","PACS2; NSMCE2"
"39097","PACS2; OIT3"
"39098","PACS2; POLRMT"
"39099","PACS2; RPUSD2"
"39100","PACS2; RRNAD1"
"39101","PACS2; SERPINA11"
"39102","PACS2; SKP1"
"39103","PACS2; TMEM199"
"39104","PACS2; TSC2"
"39105","PACS2; TTC1"
"39106","PACS2; UBA5"
"39107","PACS2; VIPR1"
"39108","PACS2; YIPF3"
"39109","PACSIN2; ALG3"
"39110","PACSIN2; ARPC1A"
"39111","PACSIN2; CCBE1"
"39112","PACSIN2; CD302"
"39113","PACSIN2; CMC1"
"39114","PACSIN2; COMMD5"
"39115","PACSIN2; CXCL12"
"39116","PACSIN2; CYP26A1"
"39117","PACSIN2; DCN"
"39118","PACSIN2; HM13"
"39119","PACSIN2; HSPA4"
"39120","PACSIN2; IL1RL1"
"39121","PACSIN2; LIFR"
"39122","PACSIN2; LMNA"
"39123","PACSIN2; MCC"
"39124","PACSIN2; MFSD2A"
"39125","PACSIN2; NSMCE2"
"39126","PACSIN2; POLR2K"
"39127","PACSIN2; POLRMT"
"39128","PACSIN2; PPIB"
"39129","PACSIN2; PSMC4"
"39130","PACSIN2; PVALB"
"39131","PACSIN2; RND3"
"39132","PACSIN2; RRP1"
"39133","PACSIN2; SLC38A2"
"39134","PACSIN2; SUV39H1"
"39135","PACSIN2; TSLP"
"39136","PACSIN2; TTC1"
"39137","PACSIN2; USF1"
"39138","PADI4; CHRM2"
"39139","PADI4; CLEC1B"
"39140","PADI4; CXCL12"
"39141","PADI4; GPR137"
"39142","PADI4; KCNN2"
"39143","PADI4; NHP2"
"39144","PADI4; SLC39A14"
"39145","PAF1; C1R"
"39146","PAF1; CCBE1"
"39147","PAF1; CCDC159"
"39148","PAF1; CLPTM1"
"39149","PAF1; CPEB3"
"39150","PAF1; CRELD1"
"39151","PAF1; CSRNP1"
"39152","PAF1; DCN"
"39153","PAF1; EGR2"
"39154","PAF1; GPM6A"
"39155","PAF1; GPR137"
"39156","PAF1; IGFALS"
"39157","PAF1; IPO9"
"39158","PAF1; MASP1"
"39159","PAF1; NOMO1"
"39160","PAF1; OIT3"
"39161","PAF1; ORM1"
"39162","PAF1; PIGF"
"39163","PAF1; PPP2R5A"
"39164","PAF1; PTH1R"
"39165","PAF1; RRNAD1"
"39166","PAF1; SERPINA11"
"39167","PAF1; TRIM39"
"39168","PAIP1; ADAMTS13"
"39169","PAIP1; ANGPTL6"
"39170","PAIP1; COLEC10"
"39171","PAIP1; COPS5"
"39172","PAIP1; CXCL12"
"39173","PAIP1; CXCL14"
"39174","PAIP1; DCN"
"39175","PAIP1; DUSP6"
"39176","PAIP1; EPHX2"
"39177","PAIP1; HOGA1"
"39178","PAIP1; IGFALS"
"39179","PAIP1; IL1RL1"
"39180","PAIP1; LMNA"
"39181","PAIP1; MAG"
"39182","PAIP1; MAST3"
"39183","PAIP1; MCC"
"39184","PAIP1; MEPCE"
"39185","PAIP1; MFSD2A"
"39186","PAIP1; MRPL22"
"39187","PAIP1; MRPL53"
"39188","PAIP1; N4BP2L1"
"39189","PAIP1; NCKIPSD"
"39190","PAIP1; OXA1L"
"39191","PAIP1; PALM2"
"39192","PAIP1; PHLDA1"
"39193","PAIP1; RRP1"
"39194","PAIP1; SLC25A39"
"39195","PAIP1; SLC26A6"
"39196","PAIP1; SLC38A2"
"39197","PAIP1; STAB2"
"39198","PAIP1; TMEM9"
"39199","PAIP1; VIPR1"
"39200","PAIP2; ACSM5"
"39201","PAIP2; ADAMTS13"
"39202","PAIP2; CCBE1"
"39203","PAIP2; CCDC107"
"39204","PAIP2; CHRM2"
"39205","PAIP2; CLEC1B"
"39206","PAIP2; CRHBP"
"39207","PAIP2; CXCL12"
"39208","PAIP2; CXCL14"
"39209","PAIP2; DACH1"
"39210","PAIP2; DUSP6"
"39211","PAIP2; EGR2"
"39212","PAIP2; EHD3"
"39213","PAIP2; FOSB"
"39214","PAIP2; GPM6A"
"39215","PAIP2; IL1RAP"
"39216","PAIP2; LIFR"
"39217","PAIP2; MAST3"
"39218","PAIP2; N4BP2L1"
"39219","PAIP2; PPP2R5A"
"39220","PAIP2; PTH1R"
"39221","PAIP2; RABGGTA"
"39222","PAIP2; RRNAD1"
"39223","PAIP2; RRP1"
"39224","PAIP2; STOML1"
"39225","PAIP2; STX10"
"39226","PAIP2; TAZ"
"39227","PAIP2; TYK2"
"39228","PAIP2; USF1"
"39229","PAIP2; VIPR1"
"39230","PAIP2; VMAC"
"39231","PAK1; ADCK1"
"39232","PAK1; ALG1"
"39233","PAK1; CCBE1"
"39234","PAK1; CCDC107"
"39235","PAK1; CHCHD4"
"39236","PAK1; CMC1"
"39237","PAK1; CRELD1"
"39238","PAK1; FOSB"
"39239","PAK1; GPANK1"
"39240","PAK1; GPATCH3"
"39241","PAK1; HMGCL"
"39242","PAK1; KCNN2"
"39243","PAK1; MEPCE"
"39244","PAK1; NAGPA"
"39245","PAK1; PTH1R"
"39246","PAK1; RING1"
"39247","PAK1; RRNAD1"
"39248","PAK1; SEMA3F"
"39249","PAK1; SLC35B1"
"39250","PAK1; TTC1"
"39251","PAK1IP1; BAP1"
"39252","PAK1IP1; CLPTM1"
"39253","PAK1IP1; CYHR1"
"39254","PAK1IP1; DNASE1L3"
"39255","PAK1IP1; GADD45B"
"39256","PAK1IP1; GPATCH3"
"39257","PAK1IP1; IQSEC1"
"39258","PAK1IP1; LRAT"
"39259","PAK1IP1; MCC"
"39260","PAK1IP1; MEN1"
"39261","PAK1IP1; N4BP2L1"
"39262","PAK1IP1; OIT3"
"39263","PAK1IP1; PHLDA1"
"39264","PAK1IP1; SLC39A14"
"39265","PALB2; ALB"
"39266","PALB2; MASP1"
"39267","PALB2; PHLDA1"
"39268","PALM2; ABHD12"
"39269","PALM2; ALG6"
"39270","PALM2; ANGPTL6"
"39271","PALM2; ASCC2"
"39272","PALM2; B4GALT7"
"39273","PALM2; C17orf80"
"39274","PALM2; C19orf25"
"39275","PALM2; CCDC159"
"39276","PALM2; COPS6"
"39277","PALM2; DHPS"
"39278","PALM2; DHX30"
"39279","PALM2; DUS4L"
"39280","PALM2; ECD"
"39281","PALM2; EGR1"
"39282","PALM2; EPHA2"
"39283","PALM2; ERAL1"
"39284","PALM2; FAM20B"
"39285","PALM2; FASTK"
"39286","PALM2; GBA2"
"39287","PALM2; HNRNPAB"
"39288","PALM2; HNRNPU"
"39289","PALM2; INTS1"
"39290","PALM2; KBTBD11"
"39291","PALM2; KEAP1"
"39292","PALM2; MAPKAP1"
"39293","PALM2; MFSD2A"
"39294","PALM2; PACS2"
"39295","PALM2; PDZD11"
"39296","PALM2; PHLDA1"
"39297","PALM2; PI4KB"
"39298","PALM2; POLR1A"
"39299","PALM2; POP5"
"39300","PALM2; PPP1R7"
"39301","PALM2; PRCC"
"39302","PALM2; PSME3"
"39303","PALM2; PTBP1"
"39304","PALM2; PWP1"
"39305","PALM2; RAD9A"
"39306","PALM2; RCAN1"
"39307","PALM2; RRNAD1"
"39308","PALM2; RRP15"
"39309","PALM2; SLC39A7"
"39310","PALM2; TAOK2"
"39311","PALM2; TRIM27"
"39312","PALM2; TUSC2"
"39313","PALM2; UBE2A"
"39314","PALM2; VIPR1"
"39315","PALM2; VMAC"
"39316","PALM2; WDR83"
"39317","PALM2; XPO5"
"39318","PALM2; ZC3H10"
"39319","PALM2; ZMYND19"
"39320","PALM2; ZNF205"
"39321","PALM2; ZNF398"
"39322","PAM16; ABAT"
"39323","PAM16; CCBE1"
"39324","PAM16; HOGA1"
"39325","PAM16; OIT3"
"39326","PAM16; PTH1R"
"39327","PAM16; RING1"
"39328","PANK1; BAP1"
"39329","PANK1; C1R"
"39330","PANK1; CD302"
"39331","PANK1; CSRNP1"
"39332","PANK1; GPM6A"
"39333","PANK1; IGFALS"
"39334","PANK1; MASP1"
"39335","PANK1; MEN1"
"39336","PANK1; NDST3"
"39337","PANK1; OIT3"
"39338","PANK1; PHLDA1"
"39339","PANK2; ACSM5"
"39340","PANK2; ADAMTS13"
"39341","PANK2; CCDC107"
"39342","PANK2; CCDC159"
"39343","PANK2; CLEC1B"
"39344","PANK2; CYB5R1"
"39345","PANK2; DCN"
"39346","PANK2; EPHX2"
"39347","PANK2; GPM6A"
"39348","PANK2; LIFR"
"39349","PANK2; MASP1"
"39350","PANK2; PLVAP"
"39351","PANK2; PPP2R5A"
"39352","PANK2; RNF125"
"39353","PANK2; RPL26L1"
"39354","PANK2; RRNAD1"
"39355","PANK2; SHARPIN"
"39356","PANK2; VIPR1"
"39357","PANK2; ZNF706"
"39358","PAPD4; BAP1"
"39359","PAPD4; C15orf61"
"39360","PAPD4; CHCHD4"
"39361","PAPD4; CMC1"
"39362","PAPD4; COMMD5"
"39363","PAPD4; CPSF1"
"39364","PAPD4; CRHBP"
"39365","PAPD4; EPHA2"
"39366","PAPD4; FOSB"
"39367","PAPD4; GPANK1"
"39368","PAPD4; GPATCH3"
"39369","PAPD4; IRF3"
"39370","PAPD4; KEAP1"
"39371","PAPD4; LRAT"
"39372","PAPD4; MEPCE"
"39373","PAPD4; MLEC"
"39374","PAPD4; NAA20"
"39375","PAPD4; NDST3"
"39376","PAPD4; PEX2"
"39377","PAPD4; POLR2K"
"39378","PAPD4; RPUSD2"
"39379","PAPD4; SHARPIN"
"39380","PAPD4; SLC26A6"
"39381","PAPD4; STX10"
"39382","PAPD4; TMED9"
"39383","PAPD4; TMEM199"
"39384","PAPD4; TTC1"
"39385","PAPD4; USF1"
"39386","PAPD4; VAC14"
"39387","PAPD4; ZNF706"
"39388","PAPOLA; ABAT"
"39389","PAPOLA; ADRA2B"
"39390","PAPOLA; ALDH2"
"39391","PAPOLA; ALDH6A1"
"39392","PAPOLA; ATG12"
"39393","PAPOLA; C15orf61"
"39394","PAPOLA; CAMLG"
"39395","PAPOLA; CCBE1"
"39396","PAPOLA; CHCHD4"
"39397","PAPOLA; CRHBP"
"39398","PAPOLA; EIF2B4"
"39399","PAPOLA; EPHX2"
"39400","PAPOLA; GPM6A"
"39401","PAPOLA; MASP1"
"39402","PAPOLA; NKAP"
"39403","PAPOLA; OIT3"
"39404","PAPOLA; PALM2"
"39405","PAPOLA; PVALB"
"39406","PAPOLA; RPUSD2"
"39407","PAPOLA; SKP1"
"39408","PAPOLA; SLC25A39"
"39409","PAPOLA; SLC26A6"
"39410","PAPOLA; STEAP3"
"39411","PAPOLA; TDO2"
"39412","PAPOLA; TMEM199"
"39413","PAPOLA; TRIB1"
"39414","PAPOLA; USF1"
"39415","PARD6G; ALDH6A1"
"39416","PARD6G; CCBE1"
"39417","PARD6G; CD302"
"39418","PARD6G; CDH13"
"39419","PARD6G; CPEB3"
"39420","PARD6G; CRHBP"
"39421","PARD6G; DBH"
"39422","PARD6G; DCN"
"39423","PARD6G; GPM6A"
"39424","PARD6G; IL1RAP"
"39425","PARD6G; KEAP1"
"39426","PARD6G; LIFR"
"39427","PARD6G; LMNA"
"39428","PARD6G; MASP1"
"39429","PARD6G; MCC"
"39430","PARD6G; MRPL53"
"39431","PARD6G; N4BP2L1"
"39432","PARD6G; NDRG2"
"39433","PARD6G; PPIB"
"39434","PARD6G; SLC25A3"
"39435","PARD6G; UBA5"
"39436","PARG; ADCK1"
"39437","PARG; ALDH6A1"
"39438","PARG; BOLA3"
"39439","PARG; C8A"
"39440","PARG; CALR"
"39441","PARG; CCBE1"
"39442","PARG; CCDC159"
"39443","PARG; CHCHD4"
"39444","PARG; CLEC1B"
"39445","PARG; COL6A6"
"39446","PARG; COLEC10"
"39447","PARG; CPEB3"
"39448","PARG; CRHBP"
"39449","PARG; CTSA"
"39450","PARG; CXCL12"
"39451","PARG; CXorf36"
"39452","PARG; DBH"
"39453","PARG; DCN"
"39454","PARG; DRAP1"
"39455","PARG; EPB41L4B"
"39456","PARG; GLI4"
"39457","PARG; GMPPA"
"39458","PARG; HOGA1"
"39459","PARG; HSPA4"
"39460","PARG; IGFALS"
"39461","PARG; IL1RAP"
"39462","PARG; IRF3"
"39463","PARG; KCNN2"
"39464","PARG; LRAT"
"39465","PARG; MARCO"
"39466","PARG; MASP1"
"39467","PARG; MFSD2A"
"39468","PARG; MRPL22"
"39469","PARG; MRPL53"
"39470","PARG; NDRG2"
"39471","PARG; NDST3"
"39472","PARG; NSMCE2"
"39473","PARG; OXA1L"
"39474","PARG; POLR2K"
"39475","PARG; SKP1"
"39476","PARG; SOCS2"
"39477","PARG; STAB2"
"39478","PARG; STX10"
"39479","PARG; TRMT112"
"39480","PARG; TTC1"
"39481","PARG; TUBE1"
"39482","PARG; UROC1"
"39483","PARG; USF1"
"39484","PARG; VIPR1"
"39485","PARL; KCNN2"
"39486","PARL; KEAP1"
"39487","PARL; MLEC"
"39488","PARL; NAA20"
"39489","PARL; PEX2"
"39490","PARL; RRNAD1"
"39491","PARL; TAX1BP1"
"39492","PARL; TDO2"
"39493","PARL; TMCO1"
"39494","PARN; CALR"
"39495","PARN; CCBE1"
"39496","PARN; CCDC107"
"39497","PARN; CDH13"
"39498","PARN; CTSA"
"39499","PARN; CXCL12"
"39500","PARN; DCN"
"39501","PARN; DRAP1"
"39502","PARN; ECM1"
"39503","PARN; GPR182"
"39504","PARN; IL1RAP"
"39505","PARN; MASP1"
"39506","PARN; MFSD2A"
"39507","PARN; MPV17L2"
"39508","PARN; NCKIPSD"
"39509","PARN; NCLN"
"39510","PARN; NSMCE2"
"39511","PARN; OXA1L"
"39512","PARN; PPIB"
"39513","PARN; PSMC4"
"39514","PARN; QARS"
"39515","PARN; RRP1"
"39516","PARN; SLC25A3"
"39517","PARN; SLC26A6"
"39518","PARN; STX10"
"39519","PARN; TOMM40L"
"39520","PARP10; ABAT"
"39521","PARP10; ALDH6A1"
"39522","PARP10; ALG3"
"39523","PARP10; ARV1"
"39524","PARP10; ATG12"
"39525","PARP10; CLPTM1"
"39526","PARP10; CRELD1"
"39527","PARP10; CSRNP1"
"39528","PARP10; CTSA"
"39529","PARP10; CXCL12"
"39530","PARP10; DHPS"
"39531","PARP10; DOCK6"
"39532","PARP10; EHD3"
"39533","PARP10; EIF2B4"
"39534","PARP10; EPHX2"
"39535","PARP10; FOS"
"39536","PARP10; GNPAT"
"39537","PARP10; GPR182"
"39538","PARP10; HM13"
"39539","PARP10; IPO9"
"39540","PARP10; ISCA2"
"39541","PARP10; MEN1"
"39542","PARP10; NCLN"
"39543","PARP10; OXA1L"
"39544","PARP10; PEX11B"
"39545","PARP10; PHLDA1"
"39546","PARP10; PVALB"
"39547","PARP10; PXMP4"
"39548","PARP10; RING1"
"39549","PARP10; RPTOR"
"39550","PARP10; RXRB"
"39551","PARP10; SEMA3F"
"39552","PARP10; SLC25A3"
"39553","PARP10; SNAP47"
"39554","PARP10; SUV39H1"
"39555","PARP10; TMCO1"
"39556","PARP10; TRIB1"
"39557","PARP10; TUBE1"
"39558","PARP10; YIPF3"
"39559","PARS2; CALR"
"39560","PARS2; CLEC1B"
"39561","PARS2; CSNK1D"
"39562","PARS2; CXCL12"
"39563","PARS2; DOCK6"
"39564","PARS2; EGR1"
"39565","PARS2; EPB41L4B"
"39566","PARS2; GPM6A"
"39567","PARS2; LIFR"
"39568","PARS2; MAST3"
"39569","PARS2; PTH1R"
"39570","PARS2; PXMP4"
"39571","PARS2; RING1"
"39572","PARS2; STEAP3"
"39573","PARS2; TUBE1"
"39574","PARS2; YIPF3"
"39575","PBLD; NTF3"
"39576","PBLD; OXA1L"
"39577","PBX2; ACSM5"
"39578","PBX2; AFM"
"39579","PBX2; ALG1"
"39580","PBX2; ATG12"
"39581","PBX2; CALR"
"39582","PBX2; CCBE1"
"39583","PBX2; CCDC159"
"39584","PBX2; CHCHD4"
"39585","PBX2; CMC1"
"39586","PBX2; COLEC10"
"39587","PBX2; COPS5"
"39588","PBX2; CTSA"
"39589","PBX2; CXCL12"
"39590","PBX2; CXorf36"
"39591","PBX2; DAP3"
"39592","PBX2; DCAF8"
"39593","PBX2; DCN"
"39594","PBX2; GPANK1"
"39595","PBX2; HSPA4"
"39596","PBX2; IGFALS"
"39597","PBX2; IMMP1L"
"39598","PBX2; KCNN2"
"39599","PBX2; KEAP1"
"39600","PBX2; LIFR"
"39601","PBX2; LRAT"
"39602","PBX2; MARCO"
"39603","PBX2; MCC"
"39604","PBX2; MRPL53"
"39605","PBX2; NOMO1"
"39606","PBX2; PLVAP"
"39607","PBX2; PSMC2"
"39608","PBX2; PVALB"
"39609","PBX2; RPL26L1"
"39610","PBX2; SKP1"
"39611","PBX2; SLC26A6"
"39612","PBX2; TMEM199"
"39613","PBX2; TMEM9"
"39614","PBX2; TOMM40L"
"39615","PBX2; TTC1"
"39616","PBX2; TUBE1"
"39617","PBX2; VAC14"
"39618","PBX2; VIPR1"
"39619","PBXIP1; ADCK1"
"39620","PBXIP1; CDH13"
"39621","PBXIP1; COPS5"
"39622","PBXIP1; DCN"
"39623","PBXIP1; DNASE1L3"
"39624","PBXIP1; DOCK6"
"39625","PBXIP1; EGR1"
"39626","PBXIP1; EGR2"
"39627","PBXIP1; FOS"
"39628","PBXIP1; KBTBD11"
"39629","PBXIP1; NDRG2"
"39630","PBXIP1; TRIB1"
"39631","PCBP1; ADAMTS13"
"39632","PCBP1; C15orf61"
"39633","PCBP1; CCDC107"
"39634","PCBP1; CHRM2"
"39635","PCBP1; CLEC1B"
"39636","PCBP1; COLEC10"
"39637","PCBP1; CRHBP"
"39638","PCBP1; DCN"
"39639","PCBP1; DNASE1L3"
"39640","PCBP1; ECM1"
"39641","PCBP1; FGB"
"39642","PCBP1; GADD45B"
"39643","PCBP1; GPANK1"
"39644","PCBP1; GPM6A"
"39645","PCBP1; KBTBD11"
"39646","PCBP1; LMNA"
"39647","PCBP1; MEPCE"
"39648","PCBP1; MRPL22"
"39649","PCBP1; MRPS21"
"39650","PCBP1; ORM1"
"39651","PCBP1; OXA1L"
"39652","PCBP1; QARS"
"39653","PCBP1; RND3"
"39654","PCBP1; RRP1"
"39655","PCBP1; SLC25A3"
"39656","PCBP1; SRP9"
"39657","PCBP1; ZNF706"
"39658","PCBP4; ADRA2B"
"39659","PCBP4; AFM"
"39660","PCBP4; ANGPTL6"
"39661","PCBP4; CCBE1"
"39662","PCBP4; CMC1"
"39663","PCBP4; COL6A6"
"39664","PCBP4; CXCL12"
"39665","PCBP4; CXorf36"
"39666","PCBP4; DBH"
"39667","PCBP4; DCAF8"
"39668","PCBP4; DCN"
"39669","PCBP4; GPM6A"
"39670","PCBP4; HIGD1B"
"39671","PCBP4; IGFALS"
"39672","PCBP4; KBTBD11"
"39673","PCBP4; KEAP1"
"39674","PCBP4; LIFR"
"39675","PCBP4; MASP1"
"39676","PCBP4; PEX11B"
"39677","PCBP4; PTH1R"
"39678","PCBP4; RXRB"
"39679","PCBP4; TAX1BP1"
"39680","PCBP4; TMCO1"
"39681","PCBP4; TSC2"
"39682","PCBP4; TYK2"
"39683","PCBP4; UBA5"
"39684","PCBP4; VAC14"
"39685","PCBP4; VIPR1"
"39686","PCBP4; ZMAT2"
"39687","PCDH12; BAP1"
"39688","PCDH12; CLEC1B"
"39689","PCDH12; CLPTM1"
"39690","PCDH12; CMC1"
"39691","PCDH12; CRHBP"
"39692","PCDH12; CYHR1"
"39693","PCDH12; CYP2B6"
"39694","PCDH12; DCAF8"
"39695","PCDH12; FLAD1"
"39696","PCDH12; FOS"
"39697","PCDH12; GADD45B"
"39698","PCDH12; HIGD1B"
"39699","PCDH12; IPO9"
"39700","PCDH12; ISCA2"
"39701","PCDH12; MARCO"
"39702","PCDH12; MASP1"
"39703","PCDH12; MEPCE"
"39704","PCDH12; MPV17L2"
"39705","PCDH12; NDST3"
"39706","PCDH12; NTF3"
"39707","PCDH12; PLVAP"
"39708","PCDH12; PSMC2"
"39709","PCDH12; PSMC4"
"39710","PCDH12; QARS"
"39711","PCDH12; RING1"
"39712","PCDH12; RPTOR"
"39713","PCDH12; RXRB"
"39714","PCDH12; SLC26A6"
"39715","PCDH12; STX10"
"39716","PCDH12; TMEM199"
"39717","PCDH12; VMAC"
"39718","PCDH12; ZBTB22"
"39719","PCDH17; ADAMTS13"
"39720","PCDH17; ALG3"
"39721","PCDH17; BAP1"
"39722","PCDH17; BCO2"
"39723","PCDH17; C8orf76"
"39724","PCDH17; CAMLG"
"39725","PCDH17; CFP"
"39726","PCDH17; CHRM2"
"39727","PCDH17; COPS5"
"39728","PCDH17; CTSA"
"39729","PCDH17; CXCL14"
"39730","PCDH17; CYHR1"
"39731","PCDH17; EGR2"
"39732","PCDH17; EIF2B4"
"39733","PCDH17; FOS"
"39734","PCDH17; GPM6A"
"39735","PCDH17; KEAP1"
"39736","PCDH17; LRRC14"
"39737","PCDH17; MASP1"
"39738","PCDH17; MEPCE"
"39739","PCDH17; MRPL22"
"39740","PCDH17; MRPS21"
"39741","PCDH17; NAA20"
"39742","PCDH17; NSMCE2"
"39743","PCDH17; PSMC2"
"39744","PCDH17; RPUSD2"
"39745","PCDH17; RRNAD1"
"39746","PCDH17; RXRB"
"39747","PCDH17; SLC25A3"
"39748","PCDH17; TMEM199"
"39749","PCDH17; TRIM39"
"39750","PCDH17; UROC1"
"39751","PCDH17; VIPR1"
"39752","PCDH17; ZBTB22"
"39753","PCGF1; ADRA2B"
"39754","PCGF1; DBH"
"39755","PCGF1; DNASE1L3"
"39756","PCGF1; EGR1"
"39757","PCGF1; FOS"
"39758","PCGF1; GPM6A"
"39759","PCGF3; C15orf61"
"39760","PCGF3; CAMLG"
"39761","PCGF3; CDC37L1"
"39762","PCGF3; CHCHD4"
"39763","PCGF3; CLEC1B"
"39764","PCGF3; COPS5"
"39765","PCGF3; CPEB3"
"39766","PCGF3; DRAP1"
"39767","PCGF3; EIF2B4"
"39768","PCGF3; GMPPB"
"39769","PCGF3; GPANK1"
"39770","PCGF3; GPATCH3"
"39771","PCGF3; GPR137"
"39772","PCGF3; MASP1"
"39773","PCGF3; PSMC2"
"39774","PCGF3; PTCD1"
"39775","PCGF3; RPL26L1"
"39776","PCGF3; RRNAD1"
"39777","PCGF3; TMEM199"
"39778","PCGF3; TRIB1"
"39779","PCGF3; TSLP"
"39780","PCIF1; ADRA2B"
"39781","PCIF1; ANGPTL6"
"39782","PCIF1; BCO2"
"39783","PCIF1; C1R"
"39784","PCIF1; COLEC10"
"39785","PCIF1; CXCL12"
"39786","PCIF1; CXorf36"
"39787","PCIF1; DBH"
"39788","PCIF1; DHODH"
"39789","PCIF1; GPM6A"
"39790","PCIF1; HSPA4"
"39791","PCIF1; IGFALS"
"39792","PCIF1; KCNN2"
"39793","PCIF1; LIFR"
"39794","PCIF1; MASP1"
"39795","PCIF1; POLR2K"
"39796","PCIF1; PVALB"
"39797","PCK1; CHRM2"
"39798","PCK1; CSRNP1"
"39799","PCK1; CXCL12"
"39800","PCK1; DBH"
"39801","PCK1; GPM6A"
"39802","PCK1; IGFALS"
"39803","PCK1; LIFR"
"39804","PCK1; MARCO"
"39805","PCK1; OIT3"
"39806","PCNA; ALB"
"39807","PCNA; ARV1"
"39808","PCNA; C19orf25"
"39809","PCNA; CCDC107"
"39810","PCNA; CCDC159"
"39811","PCNA; CTSA"
"39812","PCNA; CXCL12"
"39813","PCNA; CYB5R1"
"39814","PCNA; DCAF8"
"39815","PCNA; EPHX2"
"39816","PCNA; FOSB"
"39817","PCNA; GPR182"
"39818","PCNA; HMGCL"
"39819","PCNA; IL1RAP"
"39820","PCNA; KCNN2"
"39821","PCNA; LIFR"
"39822","PCNA; LMAN2"
"39823","PCNA; LRAT"
"39824","PCNA; NDRG2"
"39825","PCNA; NTPCR"
"39826","PCNA; PALM2"
"39827","PCNA; PHLDA1"
"39828","PCNA; POLRMT"
"39829","PCNA; PTBP1"
"39830","PCNA; RABGGTA"
"39831","PCNA; SHARPIN"
"39832","PCNA; SLC39A14"
"39833","PCNA; STOML1"
"39834","PCNA; TAF10"
"39835","PCNA; ULK3"
"39836","PCNA; UROC1"
"39837","PCNA; YIPF3"
"39838","PCNP; ADCK1"
"39839","PCNP; CAMLG"
"39840","PCNP; CCBE1"
