"","x"
"12568","CSTF1; NCLN"
"12569","CSTF1; NSMCE2"
"12570","CSTF1; PTBP1"
"12571","CSTF1; STOML1"
"12572","CSTF1; STX10"
"12573","CSTF3; ADCK1"
"12574","CSTF3; ALDH2"
"12575","CSTF3; ALDH6A1"
"12576","CSTF3; ALG1"
"12577","CSTF3; CCBE1"
"12578","CSTF3; CCDC107"
"12579","CSTF3; CHRM2"
"12580","CSTF3; CLEC1B"
"12581","CSTF3; CPEB3"
"12582","CSTF3; CRHBP"
"12583","CSTF3; GMPPA"
"12584","CSTF3; MLEC"
"12585","CSTF3; OIT3"
"12586","CSTF3; SEMA3F"
"12587","CSTF3; SLC25A39"
"12588","CSTF3; TDO2"
"12589","CTBP1; ATG12"
"12590","CTBP1; C15orf61"
"12591","CTBP1; CCDC107"
"12592","CTBP1; CCDC159"
"12593","CTBP1; CXCL12"
"12594","CTBP1; DHODH"
"12595","CTBP1; DHPS"
"12596","CTBP1; EGR1"
"12597","CTBP1; GADD45B"
"12598","CTBP1; IPO9"
"12599","CTBP1; KEAP1"
"12600","CTBP1; LIFR"
"12601","CTBP1; MCC"
"12602","CTBP1; MEPCE"
"12603","CTBP1; MLEC"
"12604","CTBP1; MT2A"
"12605","CTBP1; POLRMT"
"12606","CTBP1; RPTOR"
"12607","CTBP1; ZFP36"
"12608","CTBP1; ZNF706"
"12609","CTCF; ADCK1"
"12610","CTCF; ALG8"
"12611","CTCF; C15orf61"
"12612","CTCF; C1R"
"12613","CTCF; CCDC107"
"12614","CTCF; CCDC159"
"12615","CTCF; CDC37L1"
"12616","CTCF; CHCHD4"
"12617","CTCF; CHRM2"
"12618","CTCF; COLEC10"
"12619","CTCF; CRELD1"
"12620","CTCF; DBH"
"12621","CTCF; EGR2"
"12622","CTCF; FGB"
"12623","CTCF; HEXB"
"12624","CTCF; IL1RAP"
"12625","CTCF; LRRC14"
"12626","CTCF; MASP1"
"12627","CTCF; MCC"
"12628","CTCF; MEPCE"
"12629","CTCF; MPV17L2"
"12630","CTCF; MT2A"
"12631","CTCF; NAA20"
"12632","CTCF; OIT3"
"12633","CTCF; PALM2"
"12634","CTCF; PSMC4"
"12635","CTCF; PTCD1"
"12636","CTCF; SHARPIN"
"12637","CTCF; SKP1"
"12638","CTCF; SLC26A6"
"12639","CTCF; TMEM199"
"12640","CTCF; TRIB1"
"12641","CTCF; TTC1"
"12642","CTCF; USF1"
"12643","CTCF; ZNF706"
"12644","CTDP1; C15orf61"
"12645","CTDP1; CCBE1"
"12646","CTDP1; CCDC107"
"12647","CTDP1; CCDC159"
"12648","CTDP1; CXCL12"
"12649","CTDP1; FOS"
"12650","CTDP1; HEXB"
"12651","CTDP1; IL1RAP"
"12652","CTDP1; IL1RL1"
"12653","CTDP1; IQSEC1"
"12654","CTDP1; KCNN2"
"12655","CTDP1; MASP1"
"12656","CTDP1; MLEC"
"12657","CTDP1; MRPL53"
"12658","CTDP1; OIT3"
"12659","CTDP1; PHLDA1"
"12660","CTDP1; PLVAP"
"12661","CTDP1; POLR2K"
"12662","CTDP1; SHARPIN"
"12663","CTDP1; SLC25A3"
"12664","CTDP1; VIPR1"
"12665","CTIF; ADRA2B"
"12666","CTIF; ARPC1A"
"12667","CTIF; BCO2"
"12668","CTIF; C1R"
"12669","CTIF; C21orf91"
"12670","CTIF; CCDC107"
"12671","CTIF; CDC37L1"
"12672","CTIF; CHRM2"
"12673","CTIF; CYHR1"
"12674","CTIF; DHPS"
"12675","CTIF; DUSP6"
"12676","CTIF; EPHA2"
"12677","CTIF; EPHX2"
"12678","CTIF; FOSB"
"12679","CTIF; GPANK1"
"12680","CTIF; GPATCH3"
"12681","CTIF; IGFALS"
"12682","CTIF; KEAP1"
"12683","CTIF; MCC"
"12684","CTIF; N4BP2L1"
"12685","CTIF; PALM2"
"12686","CTIF; PEX2"
"12687","CTIF; PVALB"
"12688","CTIF; QARS"
"12689","CTIF; RND3"
"12690","CTIF; SRP9"
"12691","CTIF; STX10"
"12692","CTIF; SUV39H1"
"12693","CTIF; TAF10"
"12694","CTIF; TMEM81"
"12695","CTIF; TRMT112"
"12696","CTIF; ZFP36"
"12697","CTNNBIP1; ALB"
"12698","CTNNBIP1; ARMC1"
"12699","CTNNBIP1; CCDC159"
"12700","CTNNBIP1; CDC37L1"
"12701","CTNNBIP1; CSNK1D"
"12702","CTNNBIP1; EGR1"
"12703","CTNNBIP1; EHD3"
"12704","CTNNBIP1; EPB41L4B"
"12705","CTNNBIP1; EPHA2"
"12706","CTNNBIP1; IRF3"
"12707","CTNNBIP1; LMNA"
"12708","CTNNBIP1; LRAT"
"12709","CTNNBIP1; MEF2D"
"12710","CTNNBIP1; MRPL53"
"12711","CTNNBIP1; N4BP2L1"
"12712","CTNNBIP1; NDRG2"
"12713","CTNNBIP1; NKAP"
"12714","CTNNBIP1; NTF3"
"12715","CTNNBIP1; PHLDA1"
"12716","CTNNBIP1; PPP2R5A"
"12717","CTNNBIP1; PTBP1"
"12718","CTNNBIP1; RPL26L1"
"12719","CTNNBIP1; RRP1"
"12720","CTNNBIP1; SEMA3F"
"12721","CTNNBIP1; STOML1"
"12722","CTNNBIP1; TAX1BP1"
"12723","CTNNBIP1; TRMT112"
"12724","CTNS; ALDH6A1"
"12725","CTNS; ARV1"
"12726","CTNS; BOLA3"
"12727","CTNS; C19orf25"
"12728","CTNS; CCBE1"
"12729","CTNS; CCDC107"
"12730","CTNS; CCDC159"
"12731","CTNS; CLPTM1"
"12732","CTNS; CRELD1"
"12733","CTNS; CXCL12"
"12734","CTNS; CXCL14"
"12735","CTNS; CYHR1"
"12736","CTNS; DCAF8"
"12737","CTNS; DNASE1L3"
"12738","CTNS; DRAP1"
"12739","CTNS; EPB41L4B"
"12740","CTNS; GPR182"
"12741","CTNS; HEXB"
"12742","CTNS; KCNN2"
"12743","CTNS; LIFR"
"12744","CTNS; NCKIPSD"
"12745","CTNS; NDST3"
"12746","CTNS; NSMCE2"
"12747","CTNS; OXA1L"
"12748","CTNS; PPIB"
"12749","CTNS; SEMA3F"
"12750","CTNS; TAF10"
"12751","CTNS; TMEM199"
"12752","CTNS; ULK3"
"12753","CTPS2; ADCK1"
"12754","CTPS2; ALDH6A1"
"12755","CTPS2; ANGPTL6"
"12756","CTPS2; BAP1"
"12757","CTPS2; C15orf61"
"12758","CTPS2; C19orf25"
"12759","CTPS2; C1R"
"12760","CTPS2; CCDC107"
"12761","CTPS2; CHCHD4"
"12762","CTPS2; CLEC1B"
"12763","CTPS2; CMC1"
"12764","CTPS2; COLEC10"
"12765","CTPS2; CRELD1"
"12766","CTPS2; CRHBP"
"12767","CTPS2; CXCL14"
"12768","CTPS2; CYHR1"
"12769","CTPS2; DACH1"
"12770","CTPS2; DCN"
"12771","CTPS2; DRAP1"
"12772","CTPS2; FOSB"
"12773","CTPS2; GPATCH3"
"12774","CTPS2; KBTBD11"
"12775","CTPS2; LIFR"
"12776","CTPS2; LMAN2"
"12777","CTPS2; MASP1"
"12778","CTPS2; NCKIPSD"
"12779","CTPS2; NDRG2"
"12780","CTPS2; OIT3"
"12781","CTPS2; POLRMT"
"12782","CTPS2; RPL26L1"
"12783","CTPS2; RPUSD2"
"12784","CTPS2; SKP1"
"12785","CTPS2; STX10"
"12786","CTPS2; TDO2"
"12787","CTPS2; TTC1"
"12788","CTPS2; TUBE1"
"12789","CTPS2; VAC14"
"12790","CTPS2; ZMAT2"
"12791","CTSA; AAGAB"
"12792","CTSA; AGPAT1"
"12793","CTSA; ALG8"
"12794","CTSA; ANKZF1"
"12795","CTSA; APBA3"
"12796","CTSA; ARV1"
"12797","CTSA; ATF6B"
"12798","CTSA; ATG13"
"12799","CTSA; BUD13"
"12800","CTSA; C11orf68"
"12801","CTSA; C17orf80"
"12802","CTSA; C6orf89"
"12803","CTSA; CBX8"
"12804","CTSA; CCBE1"
"12805","CTSA; CCDC142"
"12806","CTSA; CCDC159"
"12807","CTSA; CDC37"
"12808","CTSA; CLEC1B"
"12809","CTSA; COLEC10"
"12810","CTSA; CRHBP"
"12811","CTSA; CSTF3"
"12812","CTSA; CXCL12"
"12813","CTSA; CXorf36"
"12814","CTSA; CYP2B6"
"12815","CTSA; DCN"
"12816","CTSA; DHODH"
"12817","CTSA; DHPS"
"12818","CTSA; DHX16"
"12819","CTSA; DIS3L2"
"12820","CTSA; DNASE1L3"
"12821","CTSA; DOCK6"
"12822","CTSA; DPF2"
"12823","CTSA; E4F1"
"12824","CTSA; EIF2B2"
"12825","CTSA; EIF2B4"
"12826","CTSA; ELMOD3"
"12827","CTSA; ERAL1"
"12828","CTSA; ERCC8"
"12829","CTSA; EXOC4"
"12830","CTSA; FAM103A1"
"12831","CTSA; FAM192A"
"12832","CTSA; FAM20B"
"12833","CTSA; FKBP3"
"12834","CTSA; FKBPL"
"12835","CTSA; FTSJ3"
"12836","CTSA; FUS"
"12837","CTSA; GGA3"
"12838","CTSA; GOLT1B"
"12839","CTSA; GPANK1"
"12840","CTSA; GPBP1"
"12841","CTSA; GPM6A"
"12842","CTSA; GPR182"
"12843","CTSA; HCFC1"
"12844","CTSA; HDAC3"
"12845","CTSA; HINFP"
"12846","CTSA; HNRNPA3"
"12847","CTSA; HNRNPC"
"12848","CTSA; HOGA1"
"12849","CTSA; HOMEZ"
"12850","CTSA; IGFALS"
"12851","CTSA; IK"
"12852","CTSA; IL1RAP"
"12853","CTSA; ILF3"
"12854","CTSA; IMMP1L"
"12855","CTSA; IPO11"
"12856","CTSA; ISCA2"
"12857","CTSA; KATNB1"
"12858","CTSA; KCNN2"
"12859","CTSA; KEAP1"
"12860","CTSA; L3MBTL2"
"12861","CTSA; LIFR"
"12862","CTSA; MARCO"
"12863","CTSA; MARK4"
"12864","CTSA; MASP1"
"12865","CTSA; MAST3"
"12866","CTSA; MED25"
"12867","CTSA; MEF2D"
"12868","CTSA; MEPCE"
"12869","CTSA; METTL13"
"12870","CTSA; MFSD2A"
"12871","CTSA; MLEC"
"12872","CTSA; MORC2"
"12873","CTSA; NDST3"
"12874","CTSA; NFRKB"
"12875","CTSA; NGDN"
"12876","CTSA; NIF3L1"
"12877","CTSA; NUP133"
"12878","CTSA; OIT3"
"12879","CTSA; OXA1L"
"12880","CTSA; PDE6D"
"12881","CTSA; PEX11B"
"12882","CTSA; PIN1"
"12883","CTSA; POLL"
"12884","CTSA; POLM"
"12885","CTSA; POLR1A"
"12886","CTSA; POLRMT"
"12887","CTSA; PPIL2"
"12888","CTSA; PRKCSH"
"12889","CTSA; PRKD2"
"12890","CTSA; PRRC1"
"12891","CTSA; QARS"
"12892","CTSA; QRICH1"
"12893","CTSA; R3HDM1"
"12894","CTSA; RABGGTA"
"12895","CTSA; RBMX"
"12896","CTSA; RECQL5"
"12897","CTSA; RNF215"
"12898","CTSA; RPTOR"
"12899","CTSA; RXRB"
"12900","CTSA; SAFB"
"12901","CTSA; SDF2"
"12902","CTSA; SEMA3F"
"12903","CTSA; SF3B2"
"12904","CTSA; SLC25A3"
"12905","CTSA; SMARCAL1"
"12906","CTSA; SMARCE1"
"12907","CTSA; SMG7"
"12908","CTSA; SND1"
"12909","CTSA; SNRNP70"
"12910","CTSA; SNRPE"
"12911","CTSA; SSR2"
"12912","CTSA; STK11"
"12913","CTSA; SUGP1"
"12914","CTSA; SUMO2"
"12915","CTSA; SUV39H1"
"12916","CTSA; TIMM9"
"12917","CTSA; TMCO1"
"12918","CTSA; TMX2"
"12919","CTSA; TOX4"
"12920","CTSA; TRAF7"
"12921","CTSA; TTC13"
"12922","CTSA; TTC27"
"12923","CTSA; TYK2"
"12924","CTSA; UBQLN4"
"12925","CTSA; ULK3"
"12926","CTSA; UNC50"
"12927","CTSA; UNK"
"12928","CTSA; USP49"
"12929","CTSA; USP5"
"12930","CTSA; VMAC"
"12931","CTSA; VPS16"
"12932","CTSA; VPS39"
"12933","CTSA; WDR46"
"12934","CTSA; WDR70"
"12935","CTSA; XAB2"
"12936","CTSA; XPO1"
"12937","CTSA; YIPF3"
"12938","CTSA; ZBTB22"
"12939","CTSA; ZBTB45"
"12940","CTSA; ZCCHC10"
"12941","CTSA; ZMAT2"
"12942","CTSA; ZNF212"
"12943","CTSA; ZNF282"
"12944","CTSA; ZNF3"
"12945","CTSA; ZNF398"
"12946","CTSA; ZNF646"
"12947","CTTN; ABAT"
"12948","CTTN; ARV1"
"12949","CTTN; BAP1"
"12950","CTTN; C15orf61"
"12951","CTTN; CCDC107"
"12952","CTTN; CD302"
"12953","CTTN; CHCHD4"
"12954","CTTN; CRELD1"
"12955","CTTN; CRHBP"
"12956","CTTN; DCN"
"12957","CTTN; DHPS"
"12958","CTTN; GNPAT"
"12959","CTTN; IL1RAP"
"12960","CTTN; INMT"
"12961","CTTN; KEAP1"
"12962","CTTN; MASP1"
"12963","CTTN; MEPCE"
"12964","CTTN; MPV17L2"
"12965","CTTN; NCKIPSD"
"12966","CTTN; NSMCE2"
"12967","CTTN; PPP2R5A"
"12968","CTTN; PSMC4"
"12969","CTTN; PTCD1"
"12970","CTTN; RRP1"
"12971","CTTN; SEMA3F"
"12972","CTTN; SLC25A3"
"12973","CTTN; SLC26A6"
"12974","CTTN; TMCO1"
"12975","CTTN; TMEM199"
"12976","CTTN; TOMM40L"
"12977","CTTN; TRIM39"
"12978","CTTN; TSC2"
"12979","CTTN; YIPF3"
"12980","CTU1; CHRM2"
"12981","CTU1; EPHA2"
"12982","CTU1; OIT3"
"12983","CTU1; SLC39A14"
"12984","CTU1; TTC36"
"12985","CUEDC1; BAP1"
"12986","CUEDC1; CCBE1"
"12987","CUEDC1; CCDC107"
"12988","CUEDC1; CXorf36"
"12989","CUEDC1; DBH"
"12990","CUEDC1; DCN"
"12991","CUEDC1; IGFALS"
"12992","CUEDC1; IL1RAP"
"12993","CUEDC1; KBTBD11"
"12994","CUEDC1; MASP1"
"12995","CUEDC1; MFSD2A"
"12996","CUEDC1; PLVAP"
"12997","CUEDC1; POLRMT"
"12998","CUEDC1; PSMC2"
"12999","CUEDC1; RING1"
"13000","CUEDC1; TOMM40L"
"13001","CUEDC1; UROC1"
"13002","CUEDC2; C1R"
"13003","CUEDC2; CXCL12"
"13004","CUEDC2; DNASE1L3"
"13005","CUEDC2; GADD45B"
"13006","CUEDC2; GPM6A"
"13007","CUEDC2; HMGCL"
"13008","CUEDC2; OIT3"
"13009","CUEDC2; ORM1"
"13010","CUEDC2; PPP2R5A"
"13011","CUL2; ALG3"
"13012","CUL2; CCBE1"
"13013","CUL2; CCDC107"
"13014","CUL2; CCDC159"
"13015","CUL2; CFP"
"13016","CUL2; DCN"
"13017","CUL2; DRAP1"
"13018","CUL2; FGB"
"13019","CUL2; HAO1"
"13020","CUL2; IL1RAP"
"13021","CUL2; MFSD2A"
"13022","CUL2; MRPL22"
"13023","CUL2; NDST3"
"13024","CUL2; NSMCE2"
"13025","CUL2; OIT3"
"13026","CUL2; USF1"
"13027","CUL2; ZMAT2"
"13028","CUL4B; ABAT"
"13029","CUL4B; ADAMTS13"
"13030","CUL4B; ADRA2B"
"13031","CUL4B; ALDH6A1"
"13032","CUL4B; C8orf76"
"13033","CUL4B; CAMLG"
"13034","CUL4B; CCBE1"
"13035","CUL4B; CHRM2"
"13036","CUL4B; COL6A6"
"13037","CUL4B; COLEC10"
"13038","CUL4B; COPS5"
"13039","CUL4B; CRHBP"
"13040","CUL4B; CXCL12"
"13041","CUL4B; CXorf36"
"13042","CUL4B; DACH1"
"13043","CUL4B; DCN"
"13044","CUL4B; FGB"
"13045","CUL4B; FOSB"
"13046","CUL4B; GMPPA"
"13047","CUL4B; IGFALS"
"13048","CUL4B; LIFR"
"13049","CUL4B; LRAT"
"13050","CUL4B; MARCO"
"13051","CUL4B; MASP1"
"13052","CUL4B; N4BP2L1"
"13053","CUL4B; NAA20"
"13054","CUL4B; NDST3"
"13055","CUL4B; NSMCE2"
"13056","CUL4B; ORM1"
"13057","CUL4B; OXA1L"
"13058","CUL4B; PHLDA1"
"13059","CUL4B; PLVAP"
"13060","CUL4B; SERPINA11"
"13061","CUL4B; SKP1"
"13062","CUL4B; STEAP3"
"13063","CUL4B; TDO2"
"13064","CUL4B; TRIB1"
"13065","CUL4B; TRMT112"
"13066","CUL4B; VIPR1"
"13067","CUL4B; ZMAT2"
"13068","CUL7; ALG1"
"13069","CUL7; CCBE1"
"13070","CUL7; CFP"
"13071","CUL7; CXorf36"
"13072","CUL7; DCN"
"13073","CUL7; IGFALS"
"13074","CUL7; LIFR"
"13075","CUL7; NSMCE2"
"13076","CUL7; RRNAD1"
"13077","CUL9; TRIB1"
"13078","CUTA; ALB"
"13079","CUTA; C1R"
"13080","CUTA; CLPTM1"
"13081","CUTA; CXCL12"
"13082","CUTA; DNASE1L3"
"13083","CUTA; EGR2"
"13084","CUTA; FOSB"
"13085","CUTA; HMGCL"
"13086","CUTA; IPO9"
"13087","CUTA; MAG"
"13088","CUTA; MARCO"
"13089","CUTA; MEN1"
"13090","CUTA; MT2A"
"13091","CUTA; PTH1R"
"13092","CUTA; PVALB"
"13093","CUTA; SLC35B1"
"13094","CUTA; TRIM39"
"13095","CWC15; ALB"
"13096","CWC15; EGR2"
"13097","CWC15; GPM6A"
"13098","CWC15; NXF3"
"13099","CWC15; PTH1R"
"13100","CWC15; TYK2"
"13101","CWC27; CCBE1"
"13102","CWC27; CCDC107"
"13103","CWC27; CHRM2"
"13104","CWC27; CXCL12"
"13105","CWC27; DCN"
"13106","CWC27; FOSB"
"13107","CWC27; LIFR"
"13108","CWC27; MASP1"
"13109","CWC27; MEN1"
"13110","CWC27; RNF125"
"13111","CWC27; SLC38A2"
"13112","CWC27; SNAP47"
"13113","CWC27; TMEM81"
"13114","CWC27; VIPR1"
"13115","CWH43; ZBTB22"
"13116","CXCL12; NTF3"
"13117","CXCL12; RCAN1"
"13118","CXCL14; AATF"
"13119","CXCL14; ACSM5"
"13120","CXCL14; ALDH6A1"
"13121","CXCL14; ANP32A"
"13122","CXCL14; ARPC1A"
"13123","CXCL14; BUD13"
"13124","CXCL14; C1orf43"
"13125","CXCL14; CCDC142"
"13126","CXCL14; CDK5"
"13127","CXCL14; CHCHD4"
"13128","CXCL14; CHTOP"
"13129","CXCL14; CRTC2"
"13130","CXCL14; DBH"
"13131","CXCL14; DDB1"
"13132","CXCL14; DDX51"
"13133","CXCL14; DHX16"
"13134","CXCL14; DUS4L"
"13135","CXCL14; E4F1"
"13136","CXCL14; EGR1"
"13137","CXCL14; EZH1"
"13138","CXCL14; FAM189B"
"13139","CXCL14; FASTK"
"13140","CXCL14; FTSJ3"
"13141","CXCL14; GGNBP2"
"13142","CXCL14; HARS2"
"13143","CXCL14; IER3IP1"
"13144","CXCL14; INO80E"
"13145","CXCL14; IPO11"
"13146","CXCL14; ISCA2"
"13147","CXCL14; KBTBD11"
"13148","CXCL14; LZTR1"
"13149","CXCL14; MAPKAPK5"
"13150","CXCL14; MARK4"
"13151","CXCL14; MORC2"
"13152","CXCL14; MT2A"
"13153","CXCL14; NAT9"
"13154","CXCL14; NCKIPSD"
"13155","CXCL14; NEDD8"
"13156","CXCL14; NUPL2"
"13157","CXCL14; OSGEPL1"
"13158","CXCL14; POLRMT"
"13159","CXCL14; PPIA"
"13160","CXCL14; PPIL2"
"13161","CXCL14; PRKAG1"
"13162","CXCL14; PSMD8"
"13163","CXCL14; PTGES3"
"13164","CXCL14; PYCR2"
"13165","CXCL14; PYGO2"
"13166","CXCL14; QRICH1"
"13167","CXCL14; RAB24"
"13168","CXCL14; RABGGTA"
"13169","CXCL14; RECQL5"
"13170","CXCL14; REPIN1"
"13171","CXCL14; RFT1"
"13172","CXCL14; RHOT2"
"13173","CXCL14; RND3"
"13174","CXCL14; RNF215"
"13175","CXCL14; RPUSD2"
"13176","CXCL14; RRNAD1"
"13177","CXCL14; SCRIB"
"13178","CXCL14; STOML1"
"13179","CXCL14; TAF11"
"13180","CXCL14; TJAP1"
"13181","CXCL14; TMEM115"
"13182","CXCL14; TMEM79"
"13183","CXCL14; TPRA1"
"13184","CXCL14; TRMT112"
"13185","CXCL14; TRMT2A"
"13186","CXCL14; TTC13"
"13187","CXCL14; UBAP2L"
"13188","CXCL14; UBE2Q1"
"13189","CXCL14; VMAC"
"13190","CXCL14; WDR83"
"13191","CXCL14; XPO5"
"13192","CXCL14; YY1AP1"
"13193","CXCL14; ZNF174"
"13194","CXCL14; ZNF740"
"13195","CXorf36; ANKZF1"
"13196","CXorf36; CHRM2"
"13197","CXorf36; COLEC10"
"13198","CXorf36; DDX41"
"13199","CXorf36; ETFDH"
"13200","CXorf36; FOSB"
"13201","CXorf36; GPBP1"
"13202","CXorf36; INO80E"
"13203","CXorf36; KBTBD11"
"13204","CXorf36; LAMTOR1"
"13205","CXorf36; MAPKAP1"
"13206","CXorf36; MEN1"
"13207","CXorf36; MOGAT2"
"13208","CXorf36; PPIA"
"13209","CXorf36; RECQL5"
"13210","CXorf36; SMG5"
"13211","CXorf36; STX4"
"13212","CXorf36; UROC1"
"13213","CXorf56; ADRA2B"
"13214","CXorf56; ALDH2"
"13215","CXorf56; ANGPTL6"
"13216","CXorf56; C15orf61"
"13217","CXorf56; C1R"
"13218","CXorf56; CCBE1"
"13219","CXorf56; CCDC107"
"13220","CXorf56; CHRM2"
"13221","CXorf56; COLEC10"
"13222","CXorf56; COMMD5"
"13223","CXorf56; CRELD1"
"13224","CXorf56; CXorf36"
"13225","CXorf56; CYHR1"
"13226","CXorf56; DCN"
"13227","CXorf56; DNASE1L3"
"13228","CXorf56; FOSB"
"13229","CXorf56; GPM6A"
"13230","CXorf56; KCNN2"
"13231","CXorf56; NDRG2"
"13232","CXorf56; NTF3"
"13233","CXorf56; OIT3"
"13234","CXorf56; POLRMT"
"13235","CXorf56; STAB2"
"13236","CXXC1; ABAT"
"13237","CXXC1; CLPTM1"
"13238","CXXC1; HMGCL"
"13239","CXXC1; NAA20"
"13240","CXXC1; OIT3"
"13241","CXXC1; RRNAD1"
"13242","CXXC1; SKP1"
"13243","CYB561D1; ALDH6A1"
"13244","CYB561D1; C21orf91"
"13245","CYB561D1; DCN"
"13246","CYB561D1; GPANK1"
"13247","CYB561D1; IGFALS"
"13248","CYB561D1; LMNA"
"13249","CYB561D1; MARCO"
"13250","CYB561D1; MASP1"
"13251","CYB561D1; NSMCE2"
"13252","CYB561D1; PTH1R"
"13253","CYB561D1; RRNAD1"
"13254","CYB561D1; SLC39A14"
"13255","CYB561D1; VIPR1"
"13256","CYB561D1; ZFP1"
"13257","CYB561D2; ARV1"
"13258","CYB561D2; CCBE1"
"13259","CYB561D2; CXCL12"
"13260","CYB561D2; CXCL14"
"13261","CYB561D2; DBH"
"13262","CYB561D2; DCAF8"
"13263","CYB561D2; DCN"
"13264","CYB561D2; EPHX2"
"13265","CYB561D2; FOSB"
"13266","CYB561D2; GPM6A"
"13267","CYB561D2; GPR137"
"13268","CYB561D2; IGFALS"
"13269","CYB561D2; INMT"
"13270","CYB561D2; LIFR"
"13271","CYB561D2; MARCO"
"13272","CYB561D2; MASP1"
"13273","CYB561D2; MLEC"
"13274","CYB561D2; NAA20"
"13275","CYB561D2; PEX11B"
"13276","CYB561D2; POLRMT"
"13277","CYB561D2; PTH1R"
"13278","CYB561D2; RXRB"
"13279","CYB561D2; TMCO1"
"13280","CYB561D2; ULK3"
"13281","CYB561D2; VMAC"
"13282","CYB561D2; ZBTB22"
"13283","CYB5R1; ARF1"
"13284","CYB5R1; ATG12"
"13285","CYB5R1; C21orf91"
"13286","CYB5R1; C2orf76"
"13287","CYB5R1; CBFA2T2"
"13288","CYB5R1; CDC37L1"
"13289","CYB5R1; CXCL14"
"13290","CYB5R1; DDX49"
"13291","CYB5R1; DEDD"
"13292","CYB5R1; DGKZ"
"13293","CYB5R1; DPF2"
"13294","CYB5R1; EGR2"
"13295","CYB5R1; EHD3"
"13296","CYB5R1; EPHX2"
"13297","CYB5R1; GPM6A"
"13298","CYB5R1; HCFC1"
"13299","CYB5R1; HNRNPU"
"13300","CYB5R1; IER3IP1"
"13301","CYB5R1; ING5"
"13302","CYB5R1; ISCA2"
"13303","CYB5R1; LIFR"
"13304","CYB5R1; MAST3"
"13305","CYB5R1; MXD3"
"13306","CYB5R1; NDRG2"
"13307","CYB5R1; PACS2"
"13308","CYB5R1; PCIF1"
"13309","CYB5R1; PFDN2"
"13310","CYB5R1; PPP1CA"
"13311","CYB5R1; PPP1CC"
"13312","CYB5R1; PRCC"
"13313","CYB5R1; PTBP1"
"13314","CYB5R1; PTH1R"
"13315","CYB5R1; R3HDM1"
"13316","CYB5R1; RASGEF1B"
"13317","CYB5R1; RPAP1"
"13318","CYB5R1; SF3B2"
"13319","CYB5R1; SMG7"
"13320","CYB5R1; STK19"
"13321","CYB5R1; SUV39H1"
"13322","CYB5R1; TIMM9"
"13323","CYB5R1; TIPRL"
"13324","CYB5R1; TRIM11"
"13325","CYB5R1; TRIM39"
"13326","CYB5R1; TRPC4AP"
"13327","CYB5R1; UNK"
"13328","CYB5R1; USP5"
"13329","CYB5R1; VIPR1"
"13330","CYB5R1; VPS33B"
"13331","CYB5R1; VPS39"
"13332","CYB5R1; XPO1"
"13333","CYB5R1; YY1AP1"
"13334","CYB5R1; ZNF740"
"13335","CYB5RL; ABAT"
"13336","CYB5RL; ADRA2B"
"13337","CYB5RL; ALB"
"13338","CYB5RL; ALDH6A1"
"13339","CYB5RL; CCBE1"
"13340","CYB5RL; CPSF1"
"13341","CYB5RL; CSNK1D"
"13342","CYB5RL; DBH"
"13343","CYB5RL; EGR1"
"13344","CYB5RL; EHD3"
"13345","CYB5RL; EPHA2"
"13346","CYB5RL; GMPPB"
"13347","CYB5RL; IL1RAP"
"13348","CYB5RL; IL1RL1"
"13349","CYB5RL; ISCA2"
"13350","CYB5RL; MCC"
"13351","CYB5RL; QARS"
"13352","CYB5RL; RRP1"
"13353","CYB5RL; TRIB1"
"13354","CYC1; ALDH6A1"
"13355","CYC1; ARV1"
"13356","CYC1; BAP1"
"13357","CYC1; CCBE1"
"13358","CYC1; CHRM2"
"13359","CYC1; DHPS"
"13360","CYC1; EHD3"
"13361","CYC1; EPHX2"
"13362","CYC1; GPANK1"
"13363","CYC1; GPM6A"
"13364","CYC1; GPR137"
"13365","CYC1; ISCA2"
"13366","CYC1; KEAP1"
"13367","CYC1; MAG"
"13368","CYC1; MASP1"
"13369","CYC1; MEN1"
"13370","CYC1; NDRG2"
"13371","CYC1; NTF3"
"13372","CYC1; PEX11B"
"13373","CYC1; RING1"
"13374","CYC1; RPTOR"
"13375","CYC1; RRNAD1"
"13376","CYC1; RXRB"
"13377","CYC1; SNAP47"
"13378","CYC1; SUV39H1"
"13379","CYC1; UROC1"
"13380","CYC1; VMAC"
"13381","CYC1; YIPF3"
"13382","CYC1; ZBTB22"
"13383","CYHR1; AARS2"
"13384","CYHR1; ADRA2B"
"13385","CYHR1; AGPAT1"
"13386","CYHR1; ANGPTL6"
"13387","CYHR1; ARV1"
"13388","CYHR1; ATXN7L3"
"13389","CYHR1; C17orf75"
"13390","CYHR1; C17orf80"
"13391","CYHR1; C1R"
"13392","CYHR1; CBFA2T2"
"13393","CYHR1; CCBE1"
"13394","CYHR1; CDH13"
"13395","CYHR1; CXorf36"
"13396","CYHR1; CYP26A1"
"13397","CYHR1; CYP2R1"
"13398","CYHR1; DBH"
"13399","CYHR1; DCN"
"13400","CYHR1; DENND4B"
"13401","CYHR1; DOLK"
"13402","CYHR1; DUS4L"
"13403","CYHR1; DUSP6"
"13404","CYHR1; EPHA2"
"13405","CYHR1; FKBP3"
"13406","CYHR1; FOSB"
"13407","CYHR1; HOGA1"
"13408","CYHR1; ISCA2"
"13409","CYHR1; L3MBTL2"
"13410","CYHR1; LZTR1"
